module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
M00565	33.33	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00703,K00975	K00700,K01214,K01236,K06044
M00625	33.33	Methicillin resistance	Signature modules; Gene set; Drug resistance	K02545	K02546,K02547
M00725	33.33	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Signature modules; Gene set; Drug resistance	K03367,K03739,K03740,K14188	K19077,K19078
M00726	33.33	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	Signature modules; Gene set; Drug resistance	K14205	K19077,K19078
M00744	33.33	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	Signature modules; Gene set; Drug resistance	K07660	K07637,K08477
M00840	33.33	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00287,K14652	K01633,K13941,K22099,K22100
M00877	33.33	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	K18653	K18652,K18654
M00972	33.33	Proline metabolism	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00286	K00318,K00819
M00974	33.33	Betaine metabolism, animals, betaine => glycine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00306	K00315,K00544
M00939	30.0	Pyrimidine degradation, uracil => 3-hydroxypropanoate	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K09019,K09024	K09018,K09020,K09021,K09023
M00914	28.57	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00606,K13038	K00077,K02201,K06982,K09722,K09735
M00924	27.27	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00595,K02188,K02302	K02189,K02190,K02224,K03394,K05895,K05934,K05936,K06042
M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K01132,K01137,K12309
M00089	25.0	Triacylglycerol biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00655	K00629,K01080,K11155
M00094	25.0	Ceramide biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00654	K04708,K04709,K04712
M00131	25.0	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01092	K01106,K01107,K01109
M00150	25.0	Fumarate reductase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K00244	K00245,K00246,K00247
M00170	25.0	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K01610,K14454,K14455
M00344	25.0	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism	K01624	K00863,K03841,K17100
M00374	25.0	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00169,K00239,K00240,K00626,K01595	K00024,K00170,K00171,K00172,K01007,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038
M00596	25.0	Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism	K00958	K00394,K00395,K11180,K11181,K27187,K27188,K27189,K27190,K27191
M00651	25.0	Vancomycin resistance, D-Ala-D-Lac type	Signature modules; Gene set; Drug resistance	K18345	K07260,K18344,K18346
M00873	25.0	Fatty acid biosynthesis in mitochondria, animals	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645,K09458	K03955,K07512,K11539,K13370,K18660,K22540
M00888	25.0	Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	Pathway modules; Glycan metabolism; Other polysaccharide metabolism	K02851	K16649,K16650,K16870
M00923	25.0	UDP-L-FucNAm biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K19068	K15894,K24258,K24259
M00925	24.24	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00595,K02303,K09882,K09883	K02224,K02228,K02229,K02230,K03394,K05895,K05934,K05936,K06042
M00957	24.0	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00135,K00626	K00252,K00468,K01041,K01506,K01692,K01825,K14268
M00982	23.81	Methylcitrate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00239,K00240,K01679	K00024,K00241,K01659,K01682,K01720,K03417
M00529	20.83	Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	K00370,K04561	K00368,K00371,K00374,K00376,K02305
M00039	20.0	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	K00083,K00588	K00487,K01904,K09753,K09754,K09755,K10775,K13065,K13066
M00099	20.0	Sphingosine biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00654	K01441,K04708,K04709,K04712
M00152	20.0	Cytochrome bc1 complex	Pathway modules; Energy metabolism; ATP synthesis	K00411,K00412	K00413,K00414,K00415,K00416,K00417,K00418,K00419,K00420
M00357	20.0	Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism	K00625,K00925	K00193,K00194,K00197,K00399,K00401,K00402,K00577,K00578,K00579,K00580,K00581,K00584,K22480,K22481,K22482
M00569	20.0	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K07104	K01617,K01821,K10217,K18364,K18365,K18366
M00867	20.0	KDO2-lipid A modification pathway	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03760	K09953,K12977,K23082,K23083,K23159
M00953	20.0	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	K00789	K05953,K14271,K18054,K22374
M00144	18.18	NADH	Pathway modules; Energy metabolism; ATP synthesis	K00335,K00336	K00330,K00331,K00332,K00333,K00334,K00337,K00338,K00339,K00340,K00341,K00342,K00343
M00878	17.14	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K00074,K02612	K01692,K01912,K02609,K02610,K02611,K02613,K02615,K02618,K15866
M00097	16.67	beta-Carotene biosynthesis, GGAP => beta-carotene	Pathway modules; Biosynthesis of terpenoids and polyketides; Plant terpenoid biosynthesis	K02291	K00514,K02293,K06443,K09835,K15744
M00122	16.67	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02226	K00768,K00798,K02225,K02231,K02232,K02233
M00643	16.67	Multidrug resistance, efflux pump MexXY-OprM	Signature modules; Gene set; Drug resistance	K18139	K18094,K18095,K18129
M00696	16.67	Multidrug resistance, efflux pump AcrEF-TolC	Signature modules; Gene set; Drug resistance	K12340	K18140,K18141,K18142
M00697	16.67	Multidrug resistance, efflux pump MdtEF-TolC	Signature modules; Gene set; Drug resistance	K12340	K07690,K18898,K18899
M00698	16.67	Multidrug resistance, efflux pump BpeEF-OprC	Signature modules; Gene set; Drug resistance	K18901	K18900,K18902,K18903
M00741	16.67	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01965	K01847,K01966,K05606
M00778	16.67	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis	K05551	K05552,K05553,K05554,K05555
M00804	16.67	Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules; Energy metabolism; Nitrogen metabolism	K00370	K00371,K10535,K10944,K10945,K10946
M00880	16.67	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03831	K03635,K03637,K03639,K03750
M00376	14.81	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K00239,K00240,K01679,K01961,K01962,K01963,K02160	K00241,K01847,K05606,K08691,K09709,K14449,K14468,K14469,K14470,K14471,K14472,K15052
M00171	14.29	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00025,K00028,K00814,K01006,K14454,K14455
M00956	14.29	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules; Amino acid metabolism; Lysine metabolism	K00135	K00137,K01582,K07250,K09251,K15736,K15737
M00373	13.89	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626,K01965	K00023,K01847,K01966,K05606,K08691,K14446,K14447,K14448,K14449,K14451,K17865
M00154	13.33	Cytochrome c oxidase	Pathway modules; Energy metabolism; ATP synthesis	K02256,K02257	K02258,K02259,K02260,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02272
M00158	13.33	F-type ATPase, eukaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02132,K02133	K02125,K02126,K02127,K02128,K02129,K02130,K02134,K02135,K02136,K02137,K02138,K02140,K02141
M00045	12.5	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules; Amino acid metabolism; Histidine metabolism	K01458	K01468,K01712,K01745,K05603
M00114	12.5	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01809	K00225,K00966,K10046,K10047,K14190,K17497,K17744
M00616	12.5	Sulfate-sulfur assimilation	Signature modules; Module set; Metabolic capacity	K02048	K02045,K02046,K02047,M00176
M00032	11.11	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00382,K00658	K00252,K00825,K07514,K14085,K14157,K15791
M00116	11.11	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03183	K01661,K01911,K02548,K02549,K02551,K02552,K08680,K19222
M00898	11.11	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00949	K00877,K03146,K14154,K18278
M00620	10.71	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K00169,K01959	K00024,K00170,K00171,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01960,K18209,K18210
M00740	9.09	Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01647	K00024,K00031,K00261,K01846,K04835,K14449,K19268,K19280,K19281,K19282,K27802
M00101	8.33	Cholesterol biosynthesis, FPP => cholesterol	Pathway modules; Lipid metabolism; Sterol biosynthesis	K07750	K00213,K00222,K00227,K00511,K00801,K01824,K01852,K05917,K07748,K09828,K13373
M00102	7.69	Ergocalciferol biosynthesis, FPP => ergosterol/ergocalciferol	Pathway modules; Lipid metabolism; Sterol biosynthesis	K07750	K00222,K00223,K00227,K00511,K00559,K00801,K01852,K05917,K07748,K09827,K09829,K09831
M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15017,K15018,K15019,K15020,K15036,K15037,K15038,K15039
M00564	4.35	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Signature modules; Gene set; Pathogenicity	K12088	K03196,K12086,K12089,K12090,K12091,K12093,K12094,K12095,K12096,K12097,K12098,K12101,K12102,K12103,K12104,K12105,K12106,K12107,K12108,K12109,K12110,K15842
M00848	3.12	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	K02078	K09460,K14245,K14246,K21271,K21272,K22798,K22799,K22800,K22801,K22802
