index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
3668,Escherichia phage Ro45lw,NC_048136.1,50,True,39.793,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Kayfunavirus,Kayfunavirus,Fully clustered
3692,Cronobacter phage GW1,NC_048161.1,49,True,39.695,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Kayfunavirus,Kayfunavirus,Fully clustered
1981,Ralstonia phage RSB2,NC_023736.1,52,True,40.411,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Kelmasvirus,Kelmasvirus,Fully clustered
1098,Morganella phage MmP1,NC_011085.3,49,True,38.457,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Minipunavirus,Minipunavirus,Fully clustered
2798,Morganella phage vB_MmoP_MP2,NC_031115.1,55,True,39.616,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Minipunavirus,Minipunavirus,Fully clustered
3503,Dickeya phage Ninurta,NC_047964.1,46,True,39.699,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Ningirsuvirus,Ningirsuvirus,Fully clustered
3584,Dickeya phage vB_DsoP_JA10,NC_048052.1,50,True,40.131,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Ningirsuvirus,Ningirsuvirus,Fully clustered
3338,Pectobacterium phage PP81,NC_047797.2,53,True,40.751,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pektosvirus,Pektosvirus,Fully clustered
3342,Pectobacterium phage PP47,NC_047801.2,54,True,40.995,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pektosvirus,Pektosvirus,Fully clustered
3360,Pectobacterium phage PPWS4,NC_047819.1,49,True,39.906,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pektosvirus,Pektosvirus,Fully clustered
1860,Pseudomonas phage PPpW-4,NC_023005.1,50,True,41.386,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Phutvirus,Phutvirus,Fully clustered
2342,Delftia phage IME-DE1,NC_028702.1,48,True,38.084,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Piedvirus,Piedvirus,Fully clustered
1248,Pseudomonas phage phiIBB-PF7A,NC_015264.1,52,True,40.973,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
1633,Pseudomonas phage Phi-S1,NC_021062.1,47,True,40.192,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
2176,Pseudomonas phage Pf-10,NC_027292.1,46,True,39.167,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
3412,Pseudomonas phage UNO-SLW1,NC_047873.1,48,True,39.215,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
3504,Pseudomonas phage 22PfluR64PP,NC_047965.1,53,True,40.822,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
3536,Pseudomonas phage PFP1,NC_047997.1,45,True,40.914,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pifdecavirus,Pifdecavirus,Fully clustered
3520,Pseudomonas phage PspYZU08,NC_047981.1,48,True,40.184,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Pijolavirus,Pijolavirus,Fully clustered
1089,Klebsiella phage K11,NC_011043.1,51,True,41.181,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
1198,Klebsiella phage KP32,NC_013647.1,44,True,41.119,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
1288,Escherichia phage K30,NC_015719.1,49,True,40.94,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
2328,Klebsiella phage vB_Kp1,NC_028688.1,47,True,40.114,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
2391,Klebsiella phage K5,NC_028800.1,46,True,41.698,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
2542,Klebsiella phage vB_KpnP_KpV289,NC_028977.1,51,True,41.054,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3302,Klebsiella phage vB_KpnP_IME205,NC_047761.1,49,True,41.31,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3312,Klebsiella phage vB_KpnP_KpV763,NC_047771.1,49,True,40.765,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3313,Klebsiella phage vB_KpnP_KpV767,NC_047772.1,52,True,40.395,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3314,Klebsiella phage vB_KpnP_KpV766,NC_047773.1,50,True,41.283,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3321,Klebsiella phage vB_KpnP_PRA33,NC_047780.1,52,True,40.605,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3322,Klebsiella phage vB_KpnP_BIS33,NC_047781.1,56,True,41.697,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3323,Klebsiella phage vB_KpnP_IL33,NC_047782.1,54,True,41.335,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3339,Klebsiella phage K5-2,NC_047798.1,42,True,41.116,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3340,Klebsiella phage K5-4,NC_047799.1,42,True,40.163,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3383,Klebsiella phage 2044-307w,NC_047842.1,44,True,40.048,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3447,Klebsiella phage SH-Kp 152410,NC_047908.1,47,True,40.945,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3507,Klebsiella phage KP32_isolate 192,NC_047968.1,40,True,40.635,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3508,Klebsiella phage KP32_isolate 194,NC_047969.1,43,True,41.161,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3509,Klebsiella phage KP32_isolate 195,NC_047970.1,47,True,40.54,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3510,Klebsiella phage KP32_isolate 196,NC_047971.1,40,True,40.337,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3519,Klebsiella phage SH-Kp 152234,NC_047980.1,49,True,40.578,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3553,Klebsiella phage vB_KpnP_IME321,NC_048014.1,49,True,39.906,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3646,Klebsiella phage kpssk3,NC_048114.1,42,True,40.539,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3661,Klebsiella phage KN1-1,NC_048129.1,22,True,40.236,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3662,Klebsiella phage KN4-1,NC_048130.1,20,True,41.219,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3663,Klebsiella phage KN3-1,NC_048131.1,24,True,41.059,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3670,Klebsiella phage Henu1,NC_048138.1,42,True,40.352,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3706,Klebsiella phage Pharr,NC_048175.1,47,True,40.599,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Przondovirus,Przondovirus,Fully clustered
3292,Ralstonia phage phiITL-1,NC_047751.1,54,True,38.731,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Serkorvirus,Serkorvirus,Fully clustered
3521,Ralstonia phage RPSC1,NC_047982.1,43,True,39.628,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Stompelvirus,Stompelvirus,Fully clustered
12,Enterobacteria phage T7M,JF906059.1,55,True,28.579,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
661,Yersinia phage phiYeO3-12,NC_001271.1,59,True,39.6,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
739,Enterobacteria phage T3,NC_003298.1,101,True,38.208,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
1074,Salmonella phage phiSG-JL2,NC_010807.1,55,True,38.815,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2118,Yersinia phage vB_YenP_AP5,NC_025451.1,45,True,38.646,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2387,Enterobacter phage E-3,NC_028795.1,36,True,31.522,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2458,Citrobacter phage phiCFP-1,NC_028880.1,43,True,38.625,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2630,Enterobacter phage E-2,NC_029102.1,41,True,36.051,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2756,Citrobacter phage SH1,NC_031066.1,53,True,39.434,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
2778,Citrobacter phage SH2,NC_031092.1,53,True,39.158,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3296,Yersinia phage phiYe-F10,NC_047755.1,46,True,39.21,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3307,Escherichia phage ECA2,NC_047766.1,47,True,38.89,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3315,Serratia phage SM9-3Y,NC_047774.1,48,True,39.631,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3384,Leclercia phage 10164-302,NC_047843.1,46,True,39.064,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3385,Serratia phage 2050H2,NC_047844.1,43,True,39.216,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3397,Enterobacter phage KNP3,NC_047856.1,57,True,44.911,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
3595,Escherichia phage LL2,NC_048063.1,51,True,39.382,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
5179,Salmonella phage vB_SAg-RPN15,OL800605.1,47,True,38.505,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teetrevirus,Teetrevirus,Fully clustered
680,Escherichia phage T7,NC_001604.1,60,True,39.937,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
803,Yersinia phage phiA1122,NC_004777.1,50,True,37.555,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
1091,Escherichia phage 13a,NC_011045.1,55,True,38.841,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
1253,Salmonella phage Vi06,NC_015271.1,47,True,38.368,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
1431,Stenotrophomonas phage IME15,NC_019416.1,45,True,38.513,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
2239,Escherichia phage CICC 80001,NC_027387.1,49,True,38.81,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
2797,Escherichia phage 64795_ec1,NC_031114.1,45,True,39.235,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3434,Escherichia phage EG1,NC_047895.1,51,True,39.919,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3462,Escherichia phage HZ2R8,NC_047923.1,38,True,39.482,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3478,Yersinia phage YpP-Y,NC_047939.1,46,True,37.714,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3479,Yersinia phage YpsP-G,NC_047940.1,52,True,38.288,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3481,Escherichia phage Ebrios,NC_047942.1,53,True,39.752,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3543,Salmonella phage 3A_8767,NC_048004.1,49,True,38.821,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3610,Escherichia phage N30,NC_048078.1,44,True,39.266,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3611,Escherichia phage C5,NC_048079.1,44,True,39.551,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3614,Enterobacteria phage vB_EcoP_IME390,NC_048082.1,46,True,38.396,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3694,Escherichia phage NC-A,NC_048163.1,42,True,39.536,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
3695,Escherichia phage HZP2,NC_048164.1,43,True,32.448,,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Teseptimavirus,Teseptimavirus,Fully clustered
1237,Pseudomonas phage phi15,NC_015208.1,50,True,39.562,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Troedvirus,Troedvirus,Fully clustered
3425,Pectobacterium phage DU_PP_II,NC_047886.1,42,True,40.142,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Unyawovirus,Unyawovirus,Fully clustered
4681,Pseudomonas phage vB_PsyP_3MF5,NC_054890.1,49,True,41.608,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,Studiervirinae,Studiervirinae|nan,Warsawvirus,Warsawvirus,Fully clustered
3372,Pasteurella phage vB_PmuP_PHB02,NC_047831.1,47,True,38.67,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Wuhanvirus,Wuhanvirus,Fully clustered
3373,Pasteurella phage PHB01,NC_047832.1,43,True,37.287,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,Studiervirinae|nan,Wuhanvirus,Wuhanvirus,Fully clustered
15,Synechococcus phage S-CBP42,JF974300.1,51,True,43.241,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Aegirvirus,Aegirvirus,Fully clustered
3341,Ralstonia phage phiAp1,NC_047800.1,56,True,44.793,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Ayakvirus,Ayakvirus,Fully clustered
1620,Cyanophage SS120-1,NC_020872.1,52,True,46.997,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,Autographiviridae,Autographiviridae,nan,nan,Banchanvirus,Banchanvirus,Fully clustered
