ID	Function	Gene	Count
TIGR01771	L-lactate dehydrogenase		19
TIGR01774	glycyl radical enzyme, PFL2/glycerol dehydratase family		11
TIGR01792	urease, alpha subunit	ureC	13
TIGR01798	citrate (Si)-synthase	gltA	10
TIGR01820	anthranilate synthase component I	trpE	1
TIGR01821	5-aminolevulinic acid synthase	hemA	8
TIGR01826	conserved hypothetical protein		27
TIGR01830	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	25
TIGR01835	hydroxymethylglutaryl-CoA synthase		46
TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family		1
TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD	lpxD	2
TIGR01859	fructose-1,6-bisphosphate aldolase, class II	fba	27
TIGR01869	CRISPR-associated protein Cas7/Cse4/CasC, subtype I-E/ECOLI	cas7e	3
TIGR01873	CRISPR-associated endoribonuclease Cas2, subtype I-E/ECOLI	cas2e	1
TIGR01876	CRISPR-associated protein Cas5, subtype I-C/DVULG	cas5c	8
TIGR01882	peptidase T	pepT	47
TIGR01886	dipeptidase PepV	pepV	64
TIGR01887	putative dipeptidase		24
TIGR01891	amidohydrolase		1
TIGR01910	peptidase, ArgE/DapE family		1
TIGR01930	acetyl-CoA C-acyltransferase		15
TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferase		1
TIGR01951	transcription antitermination factor NusB	nusB	2
TIGR01953	transcription termination factor NusA	nusA	8
TIGR01956	NusG family protein		5
TIGR01959	NADH oxidoreductase (quinone), F subunit	nuoF	2
TIGR01966	ribonuclease PH	rph	34
TIGR01968	septum site-determining protein MinD	minD	1
TIGR01970	ATP-dependent helicase HrpB	hrpB	1
TIGR01978	FeS assembly ATPase SufC	sufC	22
TIGR01979	cysteine desulfurase, SufS family	sufS	50
TIGR01980	FeS assembly protein SufB	sufB	40
TIGR01981	FeS assembly protein SufD	sufD	9
TIGR01990	beta-phosphoglucomutase	pgmB	9
TIGR01994	SUF system FeS assembly protein, NifU family		9
TIGR01995	PTS system, beta-glucoside-specific IIABC component		82
TIGR01998	PTS system, N-acetylglucosamine-specific IIBC component	nagE	26
TIGR02006	cysteine desulfurase IscS	iscS	1
TIGR02012	protein RecA	recA	69
TIGR02013	DNA-directed RNA polymerase, beta subunit	rpoB	198
TIGR02027	DNA-directed RNA polymerase, alpha subunit	rpoA	28
TIGR02037	peptidase Do		7
TIGR02063	ribonuclease R	rnr	33
TIGR02067	histidinol-phosphatase	hisN	1
TIGR02073	penicillin-binding protein 1C	pbpC	1
TIGR02074	penicillin-binding protein, 1A family		17
TIGR02075	UMP kinase	pyrH	26
TIGR02091	glucose-1-phosphate adenylyltransferase	glgC	17
TIGR02092	glucose-1-phosphate adenylyltransferase, GlgD subunit	glgD	10
TIGR02095	glycogen/starch synthase, ADP-glucose type	glgA	17
TIGR02109	coenzyme PQQ biosynthesis enzyme PqqE	pqqE	3
TIGR02111	coenzyme PQQ biosynthesis protein C	pqqC	3
TIGR02113	phosphopantothenoylcysteine decarboxylase	coaC	17
TIGR02114	phosphopantothenate--cysteine ligase	coaB	7
TIGR02135	phosphate transport system regulatory protein PhoU	phoU	5
TIGR02136	phosphate binding protein	pstS	1
TIGR02138	phosphate ABC transporter, permease protein PstC	pstC	17
TIGR02151	isopentenyl-diphosphate delta-isomerase, type 2	fni	9
TIGR02154	phosphate regulon transcriptional regulatory protein PhoB	phoB	7
TIGR02168	chromosome segregation protein SMC	smc	46
TIGR02170	thymidylate synthase, flavin-dependent	thyX	2
TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ	123
TIGR02191	ribonuclease III	rnc	8
TIGR02194	glutaredoxin-like protein NrdH	nrdH	7
TIGR02203	lipid A export permease/ATP-binding protein MsbA	msbA	46
TIGR02204	ABC transporter, permease/ATP-binding protein		6
TIGR02210	rod shape-determining protein RodA	mrdB	3
TIGR02212	lipoprotein releasing system, transmembrane protein, LolC/E family		2
TIGR02224	tyrosine recombinase XerC	xerC	6
TIGR02225	tyrosine recombinase XerD	xerD	25
TIGR02227	signal peptidase I	lepB	3
TIGR02290	oligoendopeptidase, pepF/M3 family		17
TIGR02314	D-methionine ABC transporter, ATP-binding protein	metN	6
TIGR02315	phosphonate ABC transporter, ATP-binding protein	phnC	21
TIGR02327	conserved hypothetical integral membrane protein		4
TIGR02328	conserved hypothetical protein		8
TIGR02348	chaperonin GroL	groL	69
TIGR02349	chaperone protein DnaJ	dnaJ	7
TIGR02350	chaperone protein DnaK	dnaK	113
TIGR02357	energy-coupled thiamine transporter ThiT	thiT	5
TIGR02363	dihydroxyacetone kinase, DhaK subunit	dhaK	4
TIGR02381	cold shock domain protein CspD	cspD	4
TIGR02386	DNA-directed RNA polymerase, beta' subunit	rpoC	175
TIGR02388	DNA-directed RNA polymerase, beta'' subunit		8
TIGR02392	alternative sigma factor RpoH	rpoH	4
TIGR02393	RNA polymerase sigma factor RpoD	rpoD	14
TIGR02394	RNA polymerase sigma factor RpoS	rpoS	3
TIGR02395	RNA polymerase sigma-54 factor	rpoN	14
TIGR02397	DNA polymerase III, subunit gamma and tau	dnaX	39
TIGR02403	alpha,alpha-phosphotrehalase	treC	16
TIGR02412	aminopeptidase N	pepN	1
TIGR02418	acetolactate synthase, catabolic	alsS	4
TIGR02420	RNA polymerase-binding protein DksA	dksA	2
TIGR02432	tRNA(Ile)-lysidine synthetase	tilS	1
TIGR02482	6-phosphofructokinase	pfkA	33
TIGR02483	phosphofructokinase		1
TIGR02493	pyruvate formate-lyase 1-activating enzyme	pflA	8
TIGR02494	glycyl-radical enzyme activating protein		5
TIGR02505	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	nrdJ	3
TIGR02518	acetaldehyde dehydrogenase (acetylating)		8
TIGR02571	ComE operon protein 2		7
TIGR02589	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG	cas7c	12
TIGR02614	cell division protein FtsW	ftsW	15
TIGR02624	rhamnulose-1-phosphate aldolase	rhaD	65
TIGR02625	L-rhamnose mutarotase	rhaM	9
TIGR02627	rhamnulokinase	rhaB	4
TIGR02630	xylose isomerase	xylA	56
TIGR02633	D-xylose ABC transporter, ATP-binding protein	xylG	14
TIGR02636	galactose mutarotase	galM	3
TIGR02638	lactaldehyde reductase	fucO	56
TIGR02639	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	14
TIGR02644	pyrimidine-nucleoside phosphorylase	pdp	49
TIGR02649	ribonuclease BN	rbn	1
TIGR02651	ribonuclease Z	rnz	20
TIGR02673	cell division ATP-binding protein FtsE	ftsE	13
TIGR02683	putative addiction module killer protein		3
TIGR02698	copper transport repressor, CopY/TcrY family		1
TIGR02720	pyruvate oxidase	spxB	20
TIGR02727	5-formyltetrahydrofolate cyclo-ligase		2
TIGR02729	Obg family GTPase CgtA	cgtA	23
TIGR02768	Ti-type conjugative transfer relaxase TraA	traA	19
TIGR02769	nickel import ATP-binding protein NikE	nikE	3
TIGR02770	nickel import ATP-binding protein NikD	nikD	6
TIGR02773	helicase-exonuclease AddAB, AddB subunit	addB	1
TIGR02784	double-strand break repair helicase AddA	addA	1
TIGR02785	helicase-exonuclease AddAB, AddA subunit	addA	60
TIGR02786	double-strand break repair protein AddB	addB	3
TIGR02787	GTP-sensing transcriptional pleiotropic repressor CodY	codY	10
TIGR02796	protein TolQ	tolQ	3
TIGR02799	tol-pal system-associated acyl-CoA thioesterase	ybgC	1
TIGR02801	protein TolR	tolR	2
TIGR02815	putative sugar isomerase, AgaS family		15
TIGR02817	zinc-binding alcohol dehydrogenase family protein		1
TIGR02818	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase		3
TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family		28
TIGR02842	cytochrome o ubiquinol oxidase, subunit III	cyoC	6
TIGR02843	cytochrome o ubiquinol oxidase, subunit I	cyoB	24
TIGR02857	thiol reductant ABC exporter, CydD subunit	cydD	2
TIGR02891	cytochrome c oxidase, subunit I	ctaD	2
TIGR02945	FeS assembly SUF system protein		1
TIGR02966	phosphate regulon sensor kinase PhoR	phoR	15
TIGR02982	ABC exporter ATP-binding subunit, DevA family		10
TIGR02988	S4 domain protein YaaA	yaaA	3
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	ehuA	60
TIGR03023	undecaprenyl-phosphate glucose phosphotransferase		2
TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase		17
TIGR03061	YhgE/Pip N-terminal domain		6
TIGR03062	YhgE/Pip C-terminal domain		8
TIGR03074	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family		7
TIGR03107	glutamyl aminopeptidase	pepA	49
TIGR03125	triphosphoribosyl-dephospho-CoA synthase CitG	citG	2
TIGR03137	peroxiredoxin	ahpC	26
TIGR03140	alkyl hydroperoxide reductase subunit F	ahpF	4
TIGR03143	putative alkyl hydroperoxide reductase F subunit		48
TIGR03145	cytochrome c nitrate reductase biogenesis protein NrfE	nrfE	6
TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II	fabF	73
TIGR03156	GTP-binding protein HflX	hflX	23
TIGR03173	xanthine permease	pbuX	5
TIGR03181	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA	37
TIGR03182	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA	3
TIGR03188	phosphoribosyl-ATP diphosphatase	hisE	1
TIGR03235	cysteine desulfurase DndA	dndA	3
TIGR03248	galactarate dehydratase	garD	1
TIGR03263	guanylate kinase	gmk	8
TIGR03265	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein		4
TIGR03284	thymidylate synthase	thyA	48
TIGR03298	transcriptional regulator, ArgP family	argP	6
TIGR03308	phosphonate metabolim protein, transferase hexapeptide repeat family		8
TIGR03319	ribonuclease Y	rny	72
TIGR03324	alternate F1F0 ATPase, F1 subunit alpha		3
TIGR03330	S-adenosylmethionine decarboxylase proenzyme	speD	1
TIGR03346	ATP-dependent chaperone protein ClpB	clpB	233
TIGR03356	beta-galactosidase		7
TIGR03393	indolepyruvate decarboxylase	ipdC	15
TIGR03402	cysteine desulfurase NifS	nifS	5
TIGR03416	choline ABC transporter, permease protein	choW	8
TIGR03423	penicillin-binding protein 2	mrdA	3
TIGR03464	squalene synthase HpnC	hpnC	2
TIGR03466	hopanoid-associated sugar epimerase	hpnA	3
TIGR03467	squalene-associated FAD-dependent desaturase	hpnE	2
TIGR03470	hopanoid biosynthesis associated radical SAM protein HpnH	hpnH	3
TIGR03471	hopanoid biosynthesis associated radical SAM protein HpnJ	hpnJ	11
TIGR03473	hopanoid biosynthesis associated protein HpnK	hpnK	2
TIGR03476	putative membrane protein		1
TIGR03480	hopanoid biosynthesis associated RND transporter like protein HpnN	hpnN	9
TIGR03481	hopanoid biosynthesis associated membrane protein HpnM	hpnM	2
TIGR03532	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	dapD	3
TIGR03540	LL-diaminopimelate aminotransferase		4
TIGR03544	DivIVA domain		10
TIGR03561	peroxiredoxin, Ohr subfamily		4
TIGR03577	conserved hypothetical protein EF_0830/AHA_3911		1
TIGR03589	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	pseB	2
TIGR03591	polyribonucleotide nucleotidyltransferase	pnp	104
TIGR03592	membrane protein insertase, YidC/Oxa1 family	yidC	2
TIGR03594	ribosome-associated GTPase EngA	engA	12
TIGR03596	ribosome biogenesis GTP-binding protein YlqF	ylqF	19
TIGR03597	ribosome biogenesis GTPase YqeH	yqeH	15
TIGR03598	ribosome biogenesis GTP-binding protein YsxC	ysxC	12
TIGR03599	DAK2 domain fusion protein YloV		31
TIGR03608	putative bacteriocin export ABC transporter, lactococcin 972 group		20
TIGR03615	pyrimidine utilization flavin reductase protein F	rutF	1
TIGR03625	50S ribosomal protein uL3	rplC	11
TIGR03631	ribosomal protein uS13	rpsM	21
TIGR03632	ribosomal protein uS11	rpsK	26
TIGR03635	ribosomal protein uS17	rpsQ	11
TIGR03638	CRISPR-associated endonuclease Cas1, subtype I-E/ECOLI	cas1e	4
TIGR03640	CRISPR-associated endonuclease Cas1, subtype I-C/DVULG	cas1c	28
TIGR03654	ribosomal protein uL6	rplF	18
TIGR03692	ATP-dependent protease HslVU, peptidase subunit	hslV	23
TIGR03705	polyphosphate kinase 1	ppk1	2
TIGR03714	accessory Sec system translocase SecA2	secA2	14
TIGR03719	ATP-binding cassette protein, ChvD family		18
TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD	tsaD	16
TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ	yeaZ	6
TIGR03740	lantibiotic protection ABC transporter, ATP-binding subunit		7
TIGR03766	conserved hypothetical integral membrane protein		8
TIGR03796	NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein		10
TIGR03801	aspartate 4-decarboxylase	aspD	22
TIGR03802	aspartate-alanine antiporter	aspT	10
TIGR03811	tyrosine decarboxylase	tdc	102
TIGR03822	lysine-2,3-aminomutase-related protein		6
TIGR03828	1-phosphofructokinase	pfkB	1
TIGR03835	terminal organelle assembly protein TopJ	topJ	1
TIGR03862	flavoprotein, TIGR03862 family		1
TIGR03864	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system		3
TIGR03953	50S ribosomal protein uL4	rplD	20
TIGR04091	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	34
TIGR04092	D-alanyl-lipoteichoic acid biosynthesis protein DltD	dltD	8
TIGR04130	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	fnlA	60
TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	nrdE	62
TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit	nrdF	31
TIGR04265	cardiolipin synthase	cls	13
TIGR04285	nucleoid occlusion protein	noc	10
TIGR04350	putative C-S lyase		5
TIGR04365	autonomous glycyl radical cofactor GrcA	grcA	4
TIGR04384	putrescine carbamoyltransferase	ptcA	2
TIGR04397	accessory Sec system translocase SecA2	secA2	12
TIGR04406	LPS export ABC transporter ATP-binding protein	lptB	5
TIGR04414	autotransporter strand-loop-strand O-heptosyltransferase		4
TIGR04480	D-proline reductase (dithiol), PrdA proprotein	prdA	70
TIGR04481	proline reductase-associated electron transfer protein PrdC	prdC	33
TIGR04483	D-proline reductase (dithiol), PrdB protein	prdB	75
TIGR04508	7-carboxy-7-deazaguanine synthase	queE	1
TIGR04520	energy-coupling factor transporter ATPase		42
TIGR04521	energy-coupling factor transporter ATPase		54
TIGR04567	DNA-directed RNA polymerase delta subunit	rpoE	19
