ID	Function	Clan	Gene	Count
PF04101	Glycosyltransferase family 28 C-terminal domain	CL0113	Glyco_tran_28_C	2
PF04127	DNA / pantothenate metabolism flavoprotein	CL0063	DFP	3
PF04166	Pyridoxal phosphate biosynthetic protein PdxA	CL0270	PdxA	1
PF04223	Citrate lyase, alpha subunit (CitF)	CL0063	CitF	89
PF04284	Protein of unknown function (DUF441)		DUF441	4
PF04286	Protein of unknown function (DUF445)		DUF445	2
PF04295	D-galactarate dehydratase/Altronate hydrolase, second domain		GD_AH_second	1
PF04297	Putative helix-turn-helix protein, YlxM / p13 like	CL0123	UPF0122	7
PF04298	Putative neutral zinc metallopeptidase	CL0126	Zn_peptidase_2	11
PF04321	RmlD substrate binding domain	CL0063	RmlD_sub_bind	19
PF04327	Cysteine protease Prp		Peptidase_Prp	10
PF04349	Periplasmic glucan biosynthesis protein, MdoG	CL0103	MdoG	5
PF04468	PSP1 C-terminal conserved region		PSP1	8
PF04472	Cell division protein SepF		SepF	7
PF04539	Sigma-70 region 3	CL0123	Sigma70_r3	10
PF04542	Sigma-70 region 2 	CL0123	Sigma70_r2	6
PF04552	Sigma-54, DNA binding domain	CL0123	Sigma54_DBD	4
PF04560	RNA polymerase Rpb2, domain 7		RNA_pol_Rpb2_7	11
PF04565	RNA polymerase Rpb2, domain 3		RNA_pol_Rpb2_3	10
PF04586	Caudovirus prohead serine protease 	CL0201	Peptidase_S78	2
PF04607	Region found in RelA / SpoT proteins	CL0260	RelA_SpoT	10
PF04616	Glycosyl hydrolases family 43	CL0143	Glyco_hydro_43	4
PF04816	tRNA (adenine(22)-N(1))-methyltransferase	CL0063	TrmK	2
PF04898	Glutamate synthase central domain	CL0036	Glu_syn_central	1
PF04914	DltD protein	CL0264	DltD	14
PF04998	RNA polymerase Rpb1, domain 5		RNA_pol_Rpb1_5	16
PF05103	DivIVA protein		DivIVA	8
PF05107	CRISPR-associated protein Cas7		Cas_Cas7	5
PF05191	Adenylate kinase, active site lid		ADK_lid	1
PF05192	MutS domain III		MutS_III	10
PF05198	Translation initiation factor IF-3, N-terminal domain		IF3_N	3
PF05199	GMC oxidoreductase		GMC_oxred_C	3
PF05221	S-adenosyl-L-homocysteine hydrolase	CL0063	AdoHcyase	5
PF05256	Uncharacterised protein family (UPF0223)		UPF0223	8
PF05343	M42 glutamyl aminopeptidase	CL0105	Peptidase_M42	11
PF05382	Bacteriophage peptidoglycan hydrolase 	CL0125	Amidase_5	65
PF05389	Negative regulator of genetic competence (MecA)		MecA	8
PF05443	ROS/MUCR transcriptional regulator protein	CL0361	ROS_MUCR	1
PF05491	RuvB C-terminal winged helix domain	CL0123	RuvB_C	4
PF05496	Holliday junction DNA helicase RuvB P-loop domain	CL0023	RuvB_N	46
PF05525	Branched-chain amino acid transport protein	CL0062	Branch_AA_trans	24
PF05544	Proline racemase	CL0288	Pro_racemase	2
PF05636	HIGH Nucleotidyl Transferase	CL0039	HIGH_NTase1	10
PF05686	Glycosyl transferase family 90	CL0113	Glyco_transf_90	6
PF05697	Bacterial trigger factor protein (TF)		Trigger_N	1
PF05704	Capsular polysaccharide synthesis protein	CL0110	Caps_synth	3
PF05738	Cna protein B-type domain	CL0287	Cna_B	83
PF05833	NFACT N-terminal and middle domains	CL0303	NFACT_N	14
PF05848	CtsR N-terminal HTH domain	CL0123	CtsR	10
PF05870	Phenolic acid decarboxylase (PAD)	CL0116	PA_decarbox	41
PF05913	6-phospho-N-acetylmuramidase, C-terminal	CL0475	MupG_C	6
PF05975	Bacterial ABC transporter protein EcsB		EcsB	4
PF05979	Bacterial protein of unknown function (DUF896)		DUF896	10
PF05991	YacP-like NYN domain	CL0280	NYN_YacP	6
PF06014	YqgQ-like		YqgQ-like	5
PF06018	CodY GAF-like domain	CL0161	CodY	4
PF06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	CL0063	Rib_5-P_isom_A	4
PF06030	Bacterial protein of unknown function (DUF916)	CL0159	DUF916	4
PF06071	Protein of unknown function (DUF933)	CL0072	YchF-GTPase_C	19
PF06100	MCRA family	CL0063	MCRA	4
PF06107	Bacterial protein of unknown function (DUF951)	CL0010	DUF951	4
PF06115	Domain of unknown function (DUF956)	CL0266	DUF956	15
PF06134	L-rhamnose isomerase (RhaA)	CL0036	RhaA	98
PF06135	IreB regulatory phosphoprotein		IreB	10
PF06149	Protein of unknown function (DUF969)		DUF969	4
PF06153	Cyclic-di-AMP receptor	CL0089	CdAMP_rec	13
PF06160	Septation ring formation regulator, EzrA 		EzrA	8
PF06166	Protein of unknown function (DUF979)		DUF979	34
PF06177	QueT transporter	CL0315	QueT	7
PF06257	Biofilm formation stimulator VEG	CL0010	VEG	4
PF06265	Putative antitoxin YutD-like		YutD-like	18
PF06279	Protein of unknown function (DUF1033)		DUF1033	5
PF06325	Ribosomal protein L11 methyltransferase (PrmA)	CL0063	PrmA	21
PF06418	CTP synthase N-terminus	CL0023	CTP_synth_N	27
PF06421	GTP-binding protein LepA C-terminus		LepA_C	11
PF06508	Queuosine biosynthesis protein QueC	CL0039	QueC	4
PF06516	Purine nucleoside permease (NUP)	CL0408	NUP	1
PF06574	FAD synthetase	CL0039	FAD_syn	4
PF06612	Protein of unknown function (DUF1146)		DUF1146	2
PF06619	Protein of unknown function (DUF1149)		DUF1149	1
PF06689	ClpX C4-type zinc finger	CL0167	zf-C4_ClpX	1
PF06723	MreB/Mbl protein	CL0108	MreB_Mbl	1
PF06738	Putative threonine/serine exporter	CL0470	ThrE	3
PF06824	Metal-independent alpha-mannosidase (GH125)	CL0059	Glyco_hydro_125	19
PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	CL0303	H2TH	8
PF06857	Malonate decarboxylase delta subunit (MdcD)		ACP	1
PF06902	Divergent 4Fe-4S mono-cluster	CL0344	Fer4_19	2
PF06908	YspA SLOG family	CL0349	YpsA	8
PF06962	Putative rRNA methylase	CL0063	rRNA_methylase	1
PF06964	Alpha-L-arabinofuranosidase C-terminal domain	CL0369	Alpha-L-AF_C	8
PF06971	Putative DNA-binding protein N-terminus	CL0123	Put_DNA-bind_N	1
PF07021	Methionine biosynthesis protein MetW	CL0063	MetW	1
PF07155	ECF-type riboflavin transporter, S component	CL0315	ECF-ribofla_trS	2
PF07314	Protein of unknown function (DUF1461)		DUF1461	2
PF07408	Protein of unknown function (DUF1507)		DUF1507	4
PF07470	Glycosyl Hydrolase Family 88	CL0059	Glyco_hydro_88	5
PF07475	HPr Serine kinase C-terminal domain	CL0374	Hpr_kinase_C	13
PF07478	D-ala D-ala ligase C-terminus	CL0179	Dala_Dala_lig_C	9
PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	CL0106	NAD_Gly3P_dh_C	9
PF07497	Rho termination factor, RNA-binding domain	CL0021	Rho_RNA_bind	8
PF07516	SecA Wing and Scaffold domain		SecA_SW	14
PF07517	SecA DEAD-like domain	CL0023	SecA_DEAD	21
PF07553	Host cell surface-exposed lipoprotein		Lipoprotein_Ltp	25
PF07563	Protein of unknown function (DUF1541)	CL0010	DUF1541	3
PF07650	KH domain	CL0007	KH_2	2
PF07662	Na+ dependent nucleoside transporter C-terminus		Nucleos_tra2_C	6
PF07664	Ferrous iron transport protein B C terminus		FeoB_C	1
PF07724	AAA domain (Cdc48 subfamily)	CL0023	AAA_2	57
PF07726	ATPase family associated with various cellular activities (AAA)	CL0023	AAA_3	1
PF07733	Bacterial DNA polymerase III alpha NTPase domain	CL0260	DNA_pol3_alpha	16
PF07831	Pyrimidine nucleoside phosphorylase C-terminal domain	CL0105	PYNP_C	2
PF07971	Glycosyl hydrolase family 92 catalytic domain	CL0059	Glyco_hydro_92	4
PF07972	NrdI Flavodoxin like 	CL0042	Flavodoxin_NdrI	4
PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	CL0094	tRNA_SAD	6
PF07977	FabA-like domain	CL0050	FabA	2
PF07991	Acetohydroxy acid isomeroreductase, NADPH-binding domain	CL0063	IlvN	2
PF07997	Protein of unknown function (DUF1694)		DUF1694	3
PF08206	Ribonuclease B OB domain	CL0021	OB_RNB	2
PF08207	Elongation factor P (EF-P) KOW-like domain	CL0010	EFP_N	10
PF08220	DeoR-like helix-turn-helix domain	CL0123	HTH_DeoR	7
PF08222	CodY helix-turn-helix domain	CL0123	HTH_CodY	15
PF08267	Cobalamin-independent synthase, N-terminal domain	CL0036	Meth_synt_1	2
PF08282	haloacid dehalogenase-like hydrolase	CL0137	Hydrolase_3	32
PF08299	Bacterial dnaA protein helix-turn-helix	CL0123	Bac_DnaA_C	3
PF08343	Ribonucleotide reductase N-terminal		RNR_N	4
PF08353	MurT ligase C-terminal		MurT_C	2
PF08439	Oligopeptidase F		Peptidase_M3_N	1
PF08459	UvrC RNAse H endonuclease domain	CL0219	UvrC_RNaseH_dom	14
PF08499	3'5'-cyclic nucleotide phosphodiesterase N-terminal		PDEase_I_N	21
PF08531	Alpha-L-rhamnosidase N-terminal domain	CL0202	Bac_rhamnosid_N	1
PF08532	Beta-galactosidase trimerisation domain	CL0014	Glyco_hydro_42M	4
PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  	CL0046	ACP_syn_III_C	3
PF08543	Phosphomethylpyrimidine kinase	CL0118	Phos_pyr_kin	3
PF08545	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	CL0046	ACP_syn_III	7
PF08796	Protein of unknown function (DUF1797)		DUF1797	5
PF08866	Putative amino acid metabolism		DUF1831	6
PF09182	Bacterial purine repressor, N-terminal	CL0123	PuR_N	17
PF09269	Domain of unknown function (DUF1967)		DUF1967	6
PF09285	Elongation factor P, C-terminal	CL0021	Elong-fact-P_C	1
PF09363	XFP C-terminal domain	CL0591	XFP_C	10
PF09364	XFP N-terminal domain	CL0254	XFP_N	83
PF09371	Tex-like protein N-terminal domain		Tex_N	8
PF09382	RQC domain	CL0123	RQC	2
PF09397	Ftsk gamma domain	CL0123	FtsK_gamma	2
PF09424	Yqey-like protein	CL0279	YqeY	2
PF09515	Thiamine transporter protein (Thia_YuaJ)	CL0315	Thia_YuaJ	3
PF09586	Bacterial membrane protein YfhO	CL0111	YfhO	4
PF09902	Uncharacterized protein conserved in bacteria (DUF2129)		DUF2129	1
PF09911	Uncharacterized protein conserved in bacteria (DUF2140)		DUF2140	10
PF09989	CoA enzyme activase uncharacterised domain (DUF2229)	CL0108	DUF2229	7
PF10022	Uncharacterized protein conserved in bacteria (DUF2264)	CL0059	DUF2264	6
PF10035	Uncharacterized protein conserved in bacteria (DUF2179)	CL0089	DUF2179	5
PF10073	GapR-like, DNA-binding domain		GapR_DNA-bd	2
PF10282	Lactonase, 7-bladed beta-propeller	CL0186	Lactonase	13
PF10298	WhiA N-terminal LAGLIDADG-like domain	CL0324	WhiA_N	4
PF10385	RNA polymerase beta subunit external 1 domain		RNA_pol_Rpb2_45	5
PF10396	GTP-binding protein TrmE N-terminus	CL0289	TrmE_N	10
PF10431	C-terminal, D2-small domain, of ClpB protein 	CL0671	ClpB_D2-small	12
PF10437	Bacterial lipoate protein ligase C-terminus	CL0233	Lip_prot_lig_C	2
PF10458	Valyl tRNA synthetase tRNA binding arm	CL0298	Val_tRNA-synt_C	7
PF10509	Galactokinase galactose-binding signature	CL0329	GalKase_gal_bdg	2
PF10609	NUBPL iron-transfer P-loop NTPase	CL0023	ParA	2
PF11151	Protein of unknown function (DUF2929)		DUF2929	8
PF11217	Protein of unknown function (DUF3013)		DUF3013	7
PF11240	Protein of unknown function (DUF3042)		DUF3042	5
PF11694	Protein of unknown function (DUF3290)		DUF3290	3
PF11762	L-arabinose isomerase C-terminal domain	CL0105	Arabinose_Iso_C	4
PF11772	DNA-directed RNA polymerase subunit beta		EpuA	2
PF11775	Cobalamin biosynthesis protein CobT VWA domain	CL0128	CobT_C	2
PF11797	Protein of unknown function C-terminal (DUF3324)		DUF3324	2
PF11858	Domain of unknown function (DUF3378)	CL0407	DUF3378	7
PF11987	Translation-initiation factor 2		IF-2	7
PF12000	Glycosyl transferase family 4 group	CL0113	Glyco_trans_4_3	1
PF12002	MgsA AAA+ ATPase C terminal	CL0604	MgsA_C	7
PF12010	Domain of unknown function (DUF3502)		DUF3502	3
PF12031	SWI/SNF-like complex subunit BAF250/Osa 	CL0020	BAF250_C	1
PF12072	RNase Y N-terminal region		RNase_Y_N	5
PF12327	FtsZ family, C-terminal domain	CL0442	FtsZ_C	1
PF12344	Ultra-violet resistance protein B	CL0023	UvrB	5
PF12363	Phage tail assembly chaperone protein, TAC	CL0567	Phage_TAC_12	2
PF12631	MnmE helical domain		MnmE_helical	2
PF12684	PDDEXK-like domain of unknown function (DUF3799)	CL0236	DUF3799	3
PF12826	Helix-hairpin-helix motif	CL0198	HHH_2	1
PF12836	Helix-hairpin-helix motif	CL0198	HHH_3	3
PF12848	ABC transporter	CL0023	ABC_tran_Xtn	9
PF12905	Endo-alpha-N-acetylgalactosaminidase	CL0036	Glyco_hydro_101	20
PF13090	Polyphosphate kinase C-terminal domain 2	CL0479	PP_kinase_C	1
PF13177	DNA polymerase III, delta subunit	CL0023	DNA_pol3_delta2	5
PF13184	NusA-like KH domain	CL0007	KH_5	5
PF13275	S4 domain	CL0492	S4_2	2
PF13277	YmdB-like protein	CL0163	YmdB	13
PF13328	HD domain	CL0237	HD_4	5
PF13350	Tyrosine phosphatase family	CL0031	Y_phosphatase3	3
PF13353	4Fe-4S single cluster domain	CL0344	Fer4_12	8
PF13361	UvrD-like helicase C-terminal domain	CL0023	UvrD_C	5
PF13377	Periplasmic binding protein-like domain	CL0144	Peripla_BP_3	1
PF13413	Helix-turn-helix domain	CL0123	HTH_25	5
PF13433	Periplasmic binding protein domain	CL0144	Peripla_BP_5	1
PF13476	AAA domain	CL0023	AAA_23	1
PF13527	Acetyltransferase (GNAT) domain	CL0257	Acetyltransf_9	5
PF13538	UvrD-like helicase C-terminal domain	CL0023	UvrD_C_2	1
PF13561	Enoyl-(Acyl carrier protein) reductase	CL0063	adh_short_C2	2
PF13603	Leucyl-tRNA synthetase, editing domain	CL0039	tRNA-synt_1_2	12
PF13614	AAA domain	CL0023	AAA_31	8
PF13684	Fatty acid kinase subunit A-like, C-terminal	CL0245	FakA-like_C	12
PF13702	Lysozyme-like	CL0037	Lysozyme_like	2
PF13731	WxL domain surface cell wall-binding		WxL	8
PF13743	Thioredoxin	CL0172	Thioredoxin_5	1
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	CL0533	Pribosyltran_N	22
PF13932	tRNA modifying enzyme MnmG/GidA C-terminal helical bundle	CL0003	GIDA_C	6
PF14373	Superinfection immunity protein		Imm_superinfect	1
PF14490	Helix-hairpin-helix containing domain	CL0198	HHH_4	2
PF14492	Elongation Factor G, domain III	CL0437	EFG_III	8
PF14527	WhiA LAGLIDADG-like domain	CL0324	LAGLIDADG_WhiA	1
PF14681	Uracil phosphoribosyltransferase	CL0533	UPRTase	7
PF14693	Ribosomal protein TL5, C-terminal domain		Ribosomal_TL5_C	1
PF14698	Argininosuccinate lyase C-terminal		ASL_C2	2
PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal		KH_dom-like	9
PF14748	Pyrroline-5-carboxylate reductase dimerisation	CL0106	P5CR_dimer	3
PF14794	Domain of unknown function (DUF4479)		DUF4479	2
PF14804	Jag N-terminus		Jag_N	3
PF16320	Ribosomal protein L7/L12 dimerisation domain		Ribosomal_L12_N	7
PF16321	Sigma 54 modulation/S30EA ribosomal protein C terminus		Ribosom_S30AE_C	2
PF16360	GTP-binding GTPase Middle Region		GTP-bdg_M	8
PF16658	Class II release factor RF3, C-terminal domain	CL0437	RF3_C	12
PF16775	Target recognition domain of lytic exoenzyme		ZoocinA_TRD	65
PF16793	RepB DNA-primase from phage plasmid		RepB_primase	3
PF16921	Tex protein YqgF-like domain	CL0580	Tex_YqgF	5
PF16938	Putative phage holin Dp-1		Phage_holin_Dp1	38
PF16957	Malonate decarboxylase, alpha subunit, transporter	CL0063	Mal_decarbox_Al	2
PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24	CL0010	ribosomal_L24	4
PF17255	EbsA-like protein	CL0266	EbsA	4
PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	CL0059	Bac_rhamnosid6H	9
PF17657	Bacterial DNA polymerase III alpha subunit finger domain		DNA_pol3_finger	11
PF17757	UvrB interaction domain	CL0664	UvrB_inter	16
PF17760	UvrA interaction domain		UvrA_inter	15
PF17762	HTH domain found in ParB protein	CL0123	HTH_ParB	1
PF17769	Phosphoribosylaminoimidazole carboxylase C-terminal domain	CL0105	PurK_C	4
PF17770	Ribonuclease J C-terminal domain		RNase_J_C	1
PF17774	Putative RNA-binding domain in YlmH	CL0221	YlmH_RBD	1
PF17783	CvfB-like winged helix domain	CL0123	CvfB_WH	1
PF17854	FtsK alpha domain		FtsK_alpha	2
PF17862	AAA+ lid domain	CL0671	AAA_lid_3	3
PF17864	RuvB AAA lid domain	CL0671	AAA_lid_4	6
PF17871	AAA lid domain	CL0671	AAA_lid_9	25
PF17974	Galactose-binding domain-like	CL0220	GalBD_like	6
PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain		FGAR-AT_linker	5
PF18146	Damage-inducible protein CinA KH domain		CinA_KH	6
PF18331	PKHD-type hydroxylase C-terminal domain		PKHD_C	1
PF18335	ATP-dependent RecD-like DNA helicase SH3 domain	CL0010	SH3_13	6
PF18419	ATP-grasp-like domain	CL0179	ATP-grasp_6	3
PF18438	Glycosyl hydrolases family 38 C-terminal domain 1	CL0103	Glyco_hydro_38	1
PF18483	Bacterial lectin	CL0004	Bact_lectin	2
PF18708	MapZ extracellular C-terminal domain 2		MapZ_C2	7
PF18848	Bacterial archaeo-eukaryotic release factor family 6	CL0267	baeRF_family6	1
PF19200	6-phospho-N-acetylmuramidase, N-terminal	CL0036	MupG_N	13
PF19528	Family of unknown function (DUF6056)		DUF6056	3
PF20259	tRNA methyl transferase PRC-barrel domain	CL0350	tRNA_Me_trans_M	2
PF20386	Family of unknown function (DUF6681)		DUF6681	3
PF20473	MmeI, DNA-methyltransferase domain	CL0063	MmeI_Mtase	2
PF20609	Putative adhesive domain (group 17)		pAdhesive_17	9
PF20629	D-galactarate/Altronate dehydratase, C-terminal		GD_AH_C	21
PF20730	YetF N-terminal transmembrane domain		YetF_N	4
PF20772	TACO1/YebC protein N-terminal domain		TACO1_YebC_N	23
PF20979	Arginosuccinate synthase C-terminal domain		Arginosuc_syn_C	1
PF21018	TypA/BipA C-terminal domain		BipA_C	9
PF21090	SecA P-loop domain	CL0023	P-loop_SecA	23
PF21096	RecA C-terminal domain		RecA_C	10
PF21191	CvfB first S1-like domain	CL0021	CvfB_1st	3
PF21196	PcrA/UvrD tudor domain	CL0010	PcrA_UvrD_tudor	7
PF21209	Alpha-rhamnosidase-like, bacteroidetes, N-terminal	CL0004	Bac_rhamnosid-like_N	1
PF21391	Tyrosine decarboxylase, C-terminal	CL0061	tyr_de_CO2_C	19
PF21537	DUF1980 C-terminal domain		DUF1980_C	1
PF21543	Virulence regulatory factor CvfB, second domain	CL0021	CvfB_2nd	8
PF21645	Fatty acid kinase subunit A-like, middle domain	CL0704	FakA-like_M	1
PF21715	CggR N-terminal DNA binding domain	CL0123	CggR_N	1
