L1	L2	L3	L4	ID	Function	EC	Count
Translation, ribosomal structure and biogenesis	Translation factors	PrfC	3UOQ	COG4108	Peptide chain release factor RF-3		1
Amino acid transport and metabolism		OppA	1B05	COG4166	ABC-type oligopeptide transport system, periplasmic component		2
Function unknown		YcsI	2PIF	COG4336	Uncharacterized conserved protein YcsI, UPF0317/DUF1446 family		2
Translation, ribosomal structure and biogenesis		EarP	5NV8	COG4394	Elongation factor P Arg32-rhamnosyltransferase EarP		2
Amino acid transport and metabolism		AppF		COG4608	ABC-type oligopeptide transport system, ATPase component		1
Replication, recombination and repair				COG4646	Adenine-specific DNA methylase, N12 class		1
Signal transduction mechanismsTranscription		YesN		COG4753	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains		2
Lipid transport and metabolism		PccA	3U9S	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit		2
Intracellular trafficking, secretion, and vesicular transportExtracellular structures		CpaF		COG4962	Pilus assembly protein, ATPase of CpaF family		2
Replication, recombination and repair		XerD	1A0P	COG4974	Site-specific recombinase XerD		1
Lipid transport and metabolism			2UV8	COG4981	Enoyl reductase domain of yeast-type fatty acid synthase		2
Signal transduction mechanisms		WalK	4I5S	COG5002	Sensor histidine kinase WalK		5
Posttranslational modification, protein turnover, chaperones		ATM1	4MRN	COG5265	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components		2
Carbohydrate transport and metabolism		Pgu1	1BHE	COG5434	Polygalacturonase		2
Cell cycle control, cell division, chromosome partitioningAmino acid transport and metabolism		DpaA	2RIR	COG5842	Dipicolinate synthase subunit A (sporulation protein SpoVFA)		1
