ID	Function	Clan	Gene	Count
PF03796	DnaB-like helicase C terminal domain	CL0023	DnaB_C	266
PF03816	LytR_cpsA_psr family		LytR_cpsA_psr	2
PF03830	PTS system sorbose subfamily IIB component		PTSIIB_sorb	177
PF03838	Recombination protein U	CL0236	RecU	82
PF03881	Fructosamine kinase	CL0016	Fructosamin_kin	18
PF03894	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	CL0254	XFP	492
PF03932	CutC family	CL0036	CutC	7
PF03946	Ribosomal protein L11, N-terminal domain		Ribosomal_L11_N	103
PF03947	Ribosomal Proteins L2, C-terminal domain	CL0010	Ribosomal_L2_C	230
PF03948	Ribosomal protein L9, C-terminal domain		Ribosomal_L9_C	23
PF03951	Glutamine synthetase, beta-Grasp domain		Gln-synt_N	58
PF03952	Enolase, N-terminal domain	CL0227	Enolase_N	261
PF04002	RadC-like JAB domain	CL0366	RadC	82
PF04011	LemA family		LemA	15
PF04070	Domain of unknown function (DUF378)		DUF378	9
PF04079	Segregation and condensation complex subunit ScpB	CL0123	SMC_ScpB	39
PF04085	rod shape-determining protein MreC		MreC	9
PF04101	Glycosyltransferase family 28 C-terminal domain	CL0113	Glyco_tran_28_C	81
PF04127	DNA / pantothenate metabolism flavoprotein	CL0063	DFP	29
PF04223	Citrate lyase, alpha subunit (CitF)	CL0063	CitF	1057
PF04262	Glutamate-cysteine ligase 	CL0286	Glu_cys_ligase	3
PF04284	Protein of unknown function (DUF441)		DUF441	53
PF04295	D-galactarate dehydratase/Altronate hydrolase, second domain		GD_AH_second	58
PF04296	Protein of unknown function (DUF448)		YlxR	25
PF04297	Putative helix-turn-helix protein, YlxM / p13 like	CL0123	UPF0122	72
PF04298	Putative neutral zinc metallopeptidase	CL0126	Zn_peptidase_2	94
PF04321	RmlD substrate binding domain	CL0063	RmlD_sub_bind	147
PF04327	Cysteine protease Prp		Peptidase_Prp	55
PF04452	RNA methyltransferase domain	CL0098	Methyltrans_RNA	8
PF04468	PSP1 C-terminal conserved region		PSP1	81
PF04472	Cell division protein SepF		SepF	40
PF04536	TPM domain	CL0063	TPM_phosphatase	8
PF04539	Sigma-70 region 3	CL0123	Sigma70_r3	79
PF04542	Sigma-70 region 2 	CL0123	Sigma70_r2	103
PF04545	Sigma-70, region 4	CL0123	Sigma70_r4	27
PF04552	Sigma-54, DNA binding domain	CL0123	Sigma54_DBD	8
PF04560	RNA polymerase Rpb2, domain 7		RNA_pol_Rpb2_7	59
PF04565	RNA polymerase Rpb2, domain 3		RNA_pol_Rpb2_3	119
PF04586	Caudovirus prohead serine protease 	CL0201	Peptidase_S78	67
PF04607	Region found in RelA / SpoT proteins	CL0260	RelA_SpoT	127
PF04616	Glycosyl hydrolases family 43	CL0143	Glyco_hydro_43	25
PF04816	tRNA (adenine(22)-N(1))-methyltransferase	CL0063	TrmK	27
PF04854	Protein of unknown function, DUF624		DUF624	3
PF04898	Glutamate synthase central domain	CL0036	Glu_syn_central	1
PF04914	DltD protein	CL0264	DltD	249
PF04963	Sigma-54 factor, core binding domain	CL0123	Sigma54_CBD	4
PF04997	RNA polymerase Rpb1, domain 1		RNA_pol_Rpb1_1	40
PF04998	RNA polymerase Rpb1, domain 5		RNA_pol_Rpb1_5	182
PF05103	DivIVA protein		DivIVA	22
PF05107	CRISPR-associated protein Cas7		Cas_Cas7	54
PF05190	MutS family domain IV		MutS_IV	13
PF05191	Adenylate kinase, active site lid		ADK_lid	25
PF05192	MutS domain III		MutS_III	58
PF05198	Translation initiation factor IF-3, N-terminal domain		IF3_N	84
PF05199	GMC oxidoreductase		GMC_oxred_C	1
PF05256	Uncharacterised protein family (UPF0223)		UPF0223	50
PF05272	Virulence-associated protein E-like domain	CL0023	VapE-like_dom	206
PF05343	M42 glutamyl aminopeptidase	CL0105	Peptidase_M42	81
PF05362	Lon protease (S16) C-terminal proteolytic domain	CL0329	Lon_C	2
PF05382	Bacteriophage peptidoglycan hydrolase 	CL0125	Amidase_5	538
PF05389	Negative regulator of genetic competence (MecA)		MecA	50
PF05491	RuvB C-terminal winged helix domain	CL0123	RuvB_C	52
PF05496	Holliday junction DNA helicase RuvB P-loop domain	CL0023	RuvB_N	228
PF05524	PEP-utilising enzyme, N-terminal		PEP-utilisers_N	6
PF05525	Branched-chain amino acid transport protein	CL0062	Branch_AA_trans	57
PF05544	Proline racemase	CL0288	Pro_racemase	50
PF05636	HIGH Nucleotidyl Transferase	CL0039	HIGH_NTase1	131
PF05657	Protein of unknown function (DUF806)		DUF806	2
PF05697	Bacterial trigger factor protein (TF)		Trigger_N	2
PF05704	Capsular polysaccharide synthesis protein	CL0110	Caps_synth	31
PF05738	Cna protein B-type domain	CL0287	Cna_B	808
PF05833	NFACT N-terminal and middle domains	CL0303	NFACT_N	217
PF05848	CtsR N-terminal HTH domain	CL0123	CtsR	76
PF05866	Endodeoxyribonuclease RusA		RusA	4
PF05870	Phenolic acid decarboxylase (PAD)	CL0116	PA_decarbox	366
PF05913	6-phospho-N-acetylmuramidase, C-terminal	CL0475	MupG_C	61
PF05975	Bacterial ABC transporter protein EcsB		EcsB	28
PF05979	Bacterial protein of unknown function (DUF896)		DUF896	56
PF05991	YacP-like NYN domain	CL0280	NYN_YacP	39
PF06014	YqgQ-like		YqgQ-like	69
PF06018	CodY GAF-like domain	CL0161	CodY	84
PF06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	CL0063	Rib_5-P_isom_A	80
PF06030	Bacterial protein of unknown function (DUF916)	CL0159	DUF916	38
PF06071	Protein of unknown function (DUF933)	CL0072	YchF-GTPase_C	155
PF06100	MCRA family	CL0063	MCRA	116
PF06107	Bacterial protein of unknown function (DUF951)	CL0010	DUF951	13
PF06115	Domain of unknown function (DUF956)	CL0266	DUF956	160
PF06124	Staphylococcal protein of unknown function (DUF960)	CL0768	DUF960	4
PF06134	L-rhamnose isomerase (RhaA)	CL0036	RhaA	968
PF06135	IreB regulatory phosphoprotein		IreB	82
PF06149	Protein of unknown function (DUF969)		DUF969	94
PF06153	Cyclic-di-AMP receptor	CL0089	CdAMP_rec	76
PF06156	Initiation control protein YabA		YabA	46
PF06160	Septation ring formation regulator, EzrA 		EzrA	69
PF06166	Protein of unknown function (DUF979)		DUF979	485
PF06177	QueT transporter	CL0315	QueT	23
PF06257	Biofilm formation stimulator VEG	CL0010	VEG	55
PF06265	Putative antitoxin YutD-like		YutD-like	73
PF06279	Protein of unknown function (DUF1033)		DUF1033	17
PF06325	Ribosomal protein L11 methyltransferase (PrmA)	CL0063	PrmA	159
PF06418	CTP synthase N-terminus	CL0023	CTP_synth_N	366
PF06421	GTP-binding protein LepA C-terminus		LepA_C	118
PF06470	SMC proteins Flexible Hinge Domain		SMC_hinge	12
PF06574	FAD synthetase	CL0039	FAD_syn	23
PF06612	Protein of unknown function (DUF1146)		DUF1146	17
PF06619	Protein of unknown function (DUF1149)		DUF1149	33
PF06689	ClpX C4-type zinc finger	CL0167	zf-C4_ClpX	35
PF06725	3D domain	CL0199	3D	14
PF06738	Putative threonine/serine exporter	CL0470	ThrE	32
PF06824	Metal-independent alpha-mannosidase (GH125)	CL0059	Glyco_hydro_125	275
PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	CL0303	H2TH	105
PF06855	YozE SAM-like fold		YozE_SAM_like	18
PF06857	Malonate decarboxylase delta subunit (MdcD)		ACP	45
PF06902	Divergent 4Fe-4S mono-cluster	CL0344	Fer4_19	8
PF06908	YspA SLOG family	CL0349	YpsA	62
PF06962	Putative rRNA methylase	CL0063	rRNA_methylase	21
PF06964	Alpha-L-arabinofuranosidase C-terminal domain	CL0369	Alpha-L-AF_C	144
PF06971	Putative DNA-binding protein N-terminus	CL0123	Put_DNA-bind_N	13
PF07155	ECF-type riboflavin transporter, S component	CL0315	ECF-ribofla_trS	2
PF07288	RNA polymerase epsilon subunit		RpoY	12
PF07314	Protein of unknown function (DUF1461)		DUF1461	2
PF07408	Protein of unknown function (DUF1507)		DUF1507	37
PF07470	Glycosyl Hydrolase Family 88	CL0059	Glyco_hydro_88	121
PF07475	HPr Serine kinase C-terminal domain	CL0374	Hpr_kinase_C	151
PF07478	D-ala D-ala ligase C-terminus	CL0179	Dala_Dala_lig_C	141
PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	CL0106	NAD_Gly3P_dh_C	104
PF07497	Rho termination factor, RNA-binding domain	CL0021	Rho_RNA_bind	114
PF07503	HypF finger		zf-HYPF	1
PF07516	SecA Wing and Scaffold domain		SecA_SW	167
PF07517	SecA DEAD-like domain	CL0023	SecA_DEAD	323
PF07553	Host cell surface-exposed lipoprotein		Lipoprotein_Ltp	199
PF07563	Protein of unknown function (DUF1541)	CL0010	DUF1541	80
PF07650	KH domain	CL0007	KH_2	21
PF07662	Na+ dependent nucleoside transporter C-terminus		Nucleos_tra2_C	39
PF07664	Ferrous iron transport protein B C terminus		FeoB_C	33
PF07724	AAA domain (Cdc48 subfamily)	CL0023	AAA_2	540
PF07726	ATPase family associated with various cellular activities (AAA)	CL0023	AAA_3	1
PF07733	Bacterial DNA polymerase III alpha NTPase domain	CL0260	DNA_pol3_alpha	179
PF07831	Pyrimidine nucleoside phosphorylase C-terminal domain	CL0105	PYNP_C	46
PF07971	Glycosyl hydrolase family 92 catalytic domain	CL0059	Glyco_hydro_92	87
PF07972	NrdI Flavodoxin like 	CL0042	Flavodoxin_NdrI	37
PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	CL0094	tRNA_SAD	37
PF07977	FabA-like domain	CL0050	FabA	74
PF07997	Protein of unknown function (DUF1694)		DUF1694	8
PF08206	Ribonuclease B OB domain	CL0021	OB_RNB	20
PF08207	Elongation factor P (EF-P) KOW-like domain	CL0010	EFP_N	59
PF08218	Citrate lyase ligase C-terminal domain	CL0039	Citrate_ly_lig	15
PF08220	DeoR-like helix-turn-helix domain	CL0123	HTH_DeoR	34
PF08222	CodY helix-turn-helix domain	CL0123	HTH_CodY	97
PF08264	Anticodon-binding domain of tRNA ligase	CL0258	Anticodon_1	22
PF08282	haloacid dehalogenase-like hydrolase	CL0137	Hydrolase_3	310
PF08299	Bacterial dnaA protein helix-turn-helix	CL0123	Bac_DnaA_C	43
PF08323	Starch synthase catalytic domain	CL0113	Glyco_transf_5	12
PF08343	Ribonucleotide reductase N-terminal		RNR_N	21
PF08353	MurT ligase C-terminal		MurT_C	16
PF08439	Oligopeptidase F		Peptidase_M3_N	3
PF08459	UvrC RNAse H endonuclease domain	CL0219	UvrC_RNaseH_dom	88
PF08485	Polysaccharide biosynthesis protein C-terminal	CL0063	Polysacc_syn_2C	41
PF08499	3'5'-cyclic nucleotide phosphodiesterase N-terminal		PDEase_I_N	3
PF08529	NusA N-terminal domain		NusA_N	15
PF08531	Alpha-L-rhamnosidase N-terminal domain	CL0202	Bac_rhamnosid_N	52
PF08532	Beta-galactosidase trimerisation domain	CL0014	Glyco_hydro_42M	98
PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  	CL0046	ACP_syn_III_C	24
PF08543	Phosphomethylpyrimidine kinase	CL0118	Phos_pyr_kin	65
PF08545	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	CL0046	ACP_syn_III	66
PF08676	MutL C terminal dimerisation domain		MutL_C	12
PF08796	Protein of unknown function (DUF1797)		DUF1797	62
PF08866	Putative amino acid metabolism		DUF1831	23
PF09182	Bacterial purine repressor, N-terminal	CL0123	PuR_N	94
PF09269	Domain of unknown function (DUF1967)		DUF1967	58
PF09285	Elongation factor P, C-terminal	CL0021	Elong-fact-P_C	33
PF09323	DUF1980 N-terminal domain		DUF1980	9
PF09334	tRNA synthetases class I (M)	CL0039	tRNA-synt_1g	34
PF09363	XFP C-terminal domain	CL0591	XFP_C	172
PF09364	XFP N-terminal domain	CL0254	XFP_N	1000
PF09371	Tex-like protein N-terminal domain		Tex_N	141
PF09382	RQC domain	CL0123	RQC	30
PF09383	NIL domain	CL0070	NIL	18
PF09397	Ftsk gamma domain	CL0123	FtsK_gamma	100
PF09424	Yqey-like protein	CL0279	YqeY	38
PF09515	Thiamine transporter protein (Thia_YuaJ)	CL0315	Thia_YuaJ	21
PF09586	Bacterial membrane protein YfhO	CL0111	YfhO	75
PF09681	N-terminal phage replisome organiser (Phage_rep_org_N)	CL0123	Phage_rep_org_N	8
PF09693	Phage uncharacterised protein (Phage_XkdX)		Phage_XkdX	117
PF09902	Uncharacterized protein conserved in bacteria (DUF2129)		DUF2129	13
PF09911	Uncharacterized protein conserved in bacteria (DUF2140)		DUF2140	62
PF09989	CoA enzyme activase uncharacterised domain (DUF2229)	CL0108	DUF2229	113
PF10022	Uncharacterized protein conserved in bacteria (DUF2264)	CL0059	DUF2264	75
PF10035	Uncharacterized protein conserved in bacteria (DUF2179)	CL0089	DUF2179	29
PF10141	Single-strand DNA-specific exonuclease, C terminal domain		ssDNA-exonuc_C	10
PF10145	Phage-related minor tail protein		PhageMin_Tail	114
PF10282	Lactonase, 7-bladed beta-propeller	CL0186	Lactonase	148
PF10298	WhiA N-terminal LAGLIDADG-like domain	CL0324	WhiA_N	110
PF10385	RNA polymerase beta subunit external 1 domain		RNA_pol_Rpb2_45	69
PF10396	GTP-binding protein TrmE N-terminus	CL0289	TrmE_N	109
PF10418	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	CL0486	DHODB_Fe-S_bind	10
PF10431	C-terminal, D2-small domain, of ClpB protein 	CL0671	ClpB_D2-small	67
PF10437	Bacterial lipoate protein ligase C-terminus	CL0233	Lip_prot_lig_C	13
PF10458	Valyl tRNA synthetase tRNA binding arm	CL0298	Val_tRNA-synt_C	49
PF10459	Peptidase S46	CL0124	Peptidase_S46	2
PF10502	Signal peptidase, peptidase S26 	CL0299	Peptidase_S26	17
PF10509	Galactokinase galactose-binding signature	CL0329	GalKase_gal_bdg	28
PF10609	NUBPL iron-transfer P-loop NTPase	CL0023	ParA	1
PF10926	Protein of unknown function (DUF2800)	CL0236	DUF2800	740
PF10991	Enterobacter phage Enc34, ssDNA-binding protein	CL0021	Enc34_ssDNA-bd	113
PF11151	Protein of unknown function (DUF2929)		DUF2929	48
PF11217	Protein of unknown function (DUF3013)		DUF3013	111
PF11240	Protein of unknown function (DUF3042)		DUF3042	12
PF11694	Protein of unknown function (DUF3290)		DUF3290	7
PF11762	L-arabinose isomerase C-terminal domain	CL0105	Arabinose_Iso_C	92
PF11772	DNA-directed RNA polymerase subunit beta		EpuA	13
PF11775	Cobalamin biosynthesis protein CobT VWA domain	CL0128	CobT_C	1
PF11797	Protein of unknown function C-terminal (DUF3324)		DUF3324	5
PF11858	Domain of unknown function (DUF3378)	CL0407	DUF3378	29
PF11983	Cell division protein FtsA, C-terminal		FtsA_C	3
PF11987	Translation-initiation factor 2		IF-2	131
PF12002	MgsA AAA+ ATPase C terminal	CL0604	MgsA_C	68
PF12010	Domain of unknown function (DUF3502)		DUF3502	11
PF12072	RNase Y N-terminal region		RNase_Y_N	32
PF12327	FtsZ family, C-terminal domain	CL0442	FtsZ_C	15
PF12344	Ultra-violet resistance protein B	CL0023	UvrB	58
PF12459	D-Ala-teichoic acid biosynthesis protein		DUF3687	2
PF12631	MnmE helical domain		MnmE_helical	48
PF12684	PDDEXK-like domain of unknown function (DUF3799)	CL0236	DUF3799	35
PF12826	Helix-hairpin-helix motif	CL0198	HHH_2	6
PF12836	Helix-hairpin-helix motif	CL0198	HHH_3	86
PF12848	ABC transporter	CL0023	ABC_tran_Xtn	41
PF12905	Endo-alpha-N-acetylgalactosaminidase	CL0036	Glyco_hydro_101	281
PF12911	N-terminal TM domain of oligopeptide transport permease C		OppC_N	10
PF13177	DNA polymerase III, delta subunit	CL0023	DNA_pol3_delta2	71
PF13184	NusA-like KH domain	CL0007	KH_5	62
PF13253	Protein of unknown function (DUF4044)		DUF4044	13
PF13275	S4 domain	CL0492	S4_2	46
PF13277	YmdB-like protein	CL0163	YmdB	161
PF13328	HD domain	CL0237	HD_4	65
PF13350	Tyrosine phosphatase family	CL0031	Y_phosphatase3	16
PF13353	4Fe-4S single cluster domain	CL0344	Fer4_12	79
PF13361	UvrD-like helicase C-terminal domain	CL0023	UvrD_C	82
PF13377	Periplasmic binding protein-like domain	CL0144	Peripla_BP_3	25
PF13413	Helix-turn-helix domain	CL0123	HTH_25	15
PF13476	AAA domain	CL0023	AAA_23	7
PF13527	Acetyltransferase (GNAT) domain	CL0257	Acetyltransf_9	27
PF13538	UvrD-like helicase C-terminal domain	CL0023	UvrD_C_2	10
PF13561	Enoyl-(Acyl carrier protein) reductase	CL0063	adh_short_C2	23
PF13597	Anaerobic ribonucleoside-triphosphate reductase	CL0339	NRDD	21
PF13603	Leucyl-tRNA synthetase, editing domain	CL0039	tRNA-synt_1_2	86
PF13614	AAA domain	CL0023	AAA_31	136
PF13684	Fatty acid kinase subunit A-like, C-terminal	CL0245	FakA-like_C	157
PF13702	Lysozyme-like	CL0037	Lysozyme_like	42
PF13731	WxL domain surface cell wall-binding		WxL	98
PF13742	OB-fold nucleic acid binding domain	CL0021	tRNA_anti_2	25
PF13743	Thioredoxin	CL0172	Thioredoxin_5	20
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	CL0533	Pribosyltran_N	364
PF13932	tRNA modifying enzyme MnmG/GidA C-terminal helical bundle	CL0003	GIDA_C	47
PF14490	Helix-hairpin-helix containing domain	CL0198	HHH_4	72
PF14492	Elongation Factor G, domain III	CL0437	EFG_III	190
PF14527	WhiA LAGLIDADG-like domain	CL0324	LAGLIDADG_WhiA	12
PF14659	Phage integrase, N-terminal SAM-like domain	CL0469	Phage_int_SAM_3	4
PF14681	Uracil phosphoribosyltransferase	CL0533	UPRTase	42
PF14693	Ribosomal protein TL5, C-terminal domain		Ribosomal_TL5_C	4
PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal		KH_dom-like	73
PF14748	Pyrroline-5-carboxylate reductase dimerisation	CL0106	P5CR_dimer	29
PF14794	Domain of unknown function (DUF4479)		DUF4479	29
PF14804	Jag N-terminus		Jag_N	26
PF16193	AAA C-terminal domain	CL0671	AAA_assoc_2	23
PF16199	Radical_SAM C-terminal domain		Radical_SAM_C	5
PF16320	Ribosomal protein L7/L12 dimerisation domain		Ribosomal_L12_N	45
PF16321	Sigma 54 modulation/S30EA ribosomal protein C terminus		Ribosom_S30AE_C	75
PF16325	Peptidase family U32 C-terminal domain	CL0105	Peptidase_U32_C	12
PF16360	GTP-binding GTPase Middle Region		GTP-bdg_M	81
PF16658	Class II release factor RF3, C-terminal domain	CL0437	RF3_C	75
PF16745	RsgA N-terminal domain	CL0021	RsgA_N	14
PF16775	Target recognition domain of lytic exoenzyme		ZoocinA_TRD	329
PF16921	Tex protein YqgF-like domain	CL0580	Tex_YqgF	86
PF16938	Putative phage holin Dp-1		Phage_holin_Dp1	404
PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24	CL0010	ribosomal_L24	80
PF17255	EbsA-like protein	CL0266	EbsA	7
PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	CL0059	Bac_rhamnosid6H	182
PF17657	Bacterial DNA polymerase III alpha subunit finger domain		DNA_pol3_finger	119
PF17757	UvrB interaction domain	CL0664	UvrB_inter	104
PF17760	UvrA interaction domain		UvrA_inter	101
PF17762	HTH domain found in ParB protein	CL0123	HTH_ParB	16
PF17769	Phosphoribosylaminoimidazole carboxylase C-terminal domain	CL0105	PurK_C	34
PF17770	Ribonuclease J C-terminal domain		RNase_J_C	13
PF17774	Putative RNA-binding domain in YlmH	CL0221	YlmH_RBD	46
PF17783	CvfB-like winged helix domain	CL0123	CvfB_WH	12
PF17854	FtsK alpha domain		FtsK_alpha	43
PF17862	AAA+ lid domain	CL0671	AAA_lid_3	9
PF17864	RuvB AAA lid domain	CL0671	AAA_lid_4	106
PF17871	AAA lid domain	CL0671	AAA_lid_9	316
PF17881	Domain of unknown function (DUF5590)	CL0320	DUF5590	5
PF17956	Nicotinate phosphoribosyltransferase C-terminal domain		NAPRTase_C	6
PF17974	Galactose-binding domain-like	CL0220	GalBD_like	65
PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain		FGAR-AT_linker	20
PF18146	Damage-inducible protein CinA KH domain		CinA_KH	33
PF18331	PKHD-type hydroxylase C-terminal domain		PKHD_C	1
PF18335	ATP-dependent RecD-like DNA helicase SH3 domain	CL0010	SH3_13	45
PF18419	ATP-grasp-like domain	CL0179	ATP-grasp_6	85
PF18438	Glycosyl hydrolases family 38 C-terminal domain 1	CL0103	Glyco_hydro_38	70
PF18483	Bacterial lectin	CL0004	Bact_lectin	14
PF18708	MapZ extracellular C-terminal domain 2		MapZ_C2	72
PF18848	Bacterial archaeo-eukaryotic release factor family 6	CL0267	baeRF_family6	13
PF18953	SAP domain-containing new25	CL0306	SAP_new25	9
PF19200	6-phospho-N-acetylmuramidase, N-terminal	CL0036	MupG_N	199
PF19528	Family of unknown function (DUF6056)		DUF6056	49
PF20259	tRNA methyl transferase PRC-barrel domain	CL0350	tRNA_Me_trans_M	17
PF20609	Putative adhesive domain (group 17)		pAdhesive_17	53
PF20629	D-galactarate/Altronate dehydratase, C-terminal		GD_AH_C	161
PF20730	YetF N-terminal transmembrane domain		YetF_N	41
PF20772	TACO1/YebC protein N-terminal domain		TACO1_YebC_N	109
PF20791	Acyl-ACP thioesterase C-terminal domain	CL0050	Acyl-ACP_TE_C	45
PF21016	Ribosomal RNA large subunit methyltransferase N-terminal domain	CL0198	RlmN_N	14
PF21018	TypA/BipA C-terminal domain		BipA_C	83
PF21090	SecA P-loop domain	CL0023	P-loop_SecA	292
PF21096	RecA C-terminal domain		RecA_C	67
PF21162	ETF-QO, ubiquinone-binding	CL0063	ETFQO_UQ-bd	2
PF21191	CvfB first S1-like domain	CL0021	CvfB_1st	69
PF21196	PcrA/UvrD tudor domain	CL0010	PcrA_UvrD_tudor	59
PF21391	Tyrosine decarboxylase, C-terminal	CL0061	tyr_de_CO2_C	170
PF21467	Beta-galactosidase, galactose-binding domain	CL0202	BetaGal_gal-bd	28
PF21478	Glycine dehydrogenase, C-terminal domain	CL0061	GcvP2_C	2
PF21516	YqeH-like, C-terminal		YqeH-like_C	14
PF21537	DUF1980 C-terminal domain		DUF1980_C	19
PF21543	Virulence regulatory factor CvfB, second domain	CL0021	CvfB_2nd	83
PF21645	Fatty acid kinase subunit A-like, middle domain	CL0704	FakA-like_M	61
PF21694	DNA polymerase III delta subunit, C-terminal domain	CL0604	DNA_pol3_delta_C	6
PF21715	CggR N-terminal DNA binding domain	CL0123	CggR_N	61
