ID	Function	Clan	Gene	Count
PF05833	NFACT N-terminal and middle domains	CL0303	NFACT_N	9
PF05848	CtsR N-terminal HTH domain	CL0123	CtsR	2
PF05870	Phenolic acid decarboxylase (PAD)	CL0116	PA_decarbox	34
PF05913	6-phospho-N-acetylmuramidase, C-terminal	CL0475	MupG_C	1
PF05943	EvpB/VC_A0108, tail sheath N-terminal domain		VipB	2
PF05975	Bacterial ABC transporter protein EcsB		EcsB	8
PF05979	Bacterial protein of unknown function (DUF896)		DUF896	3
PF06014	YqgQ-like		YqgQ-like	8
PF06018	CodY GAF-like domain	CL0161	CodY	1
PF06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	CL0063	Rib_5-P_isom_A	5
PF06030	Bacterial protein of unknown function (DUF916)	CL0159	DUF916	4
PF06071	Protein of unknown function (DUF933)	CL0072	YchF-GTPase_C	10
PF06100	MCRA family	CL0063	MCRA	8
PF06107	Bacterial protein of unknown function (DUF951)	CL0010	DUF951	6
PF06115	Domain of unknown function (DUF956)	CL0266	DUF956	9
PF06134	L-rhamnose isomerase (RhaA)	CL0036	RhaA	45
PF06135	IreB regulatory phosphoprotein		IreB	8
PF06149	Protein of unknown function (DUF969)		DUF969	2
PF06153	Cyclic-di-AMP receptor	CL0089	CdAMP_rec	3
PF06156	Initiation control protein YabA		YabA	2
PF06160	Septation ring formation regulator, EzrA 		EzrA	3
PF06166	Protein of unknown function (DUF979)		DUF979	17
PF06177	QueT transporter	CL0315	QueT	2
PF06257	Biofilm formation stimulator VEG	CL0010	VEG	2
PF06265	Putative antitoxin YutD-like		YutD-like	2
PF06279	Protein of unknown function (DUF1033)		DUF1033	5
PF06325	Ribosomal protein L11 methyltransferase (PrmA)	CL0063	PrmA	5
PF06418	CTP synthase N-terminus	CL0023	CTP_synth_N	25
PF06421	GTP-binding protein LepA C-terminus		LepA_C	11
PF06470	SMC proteins Flexible Hinge Domain		SMC_hinge	1
PF06574	FAD synthetase	CL0039	FAD_syn	5
PF06612	Protein of unknown function (DUF1146)		DUF1146	5
PF06689	ClpX C4-type zinc finger	CL0167	zf-C4_ClpX	2
PF06723	MreB/Mbl protein	CL0108	MreB_Mbl	2
PF06738	Putative threonine/serine exporter	CL0470	ThrE	1
PF06824	Metal-independent alpha-mannosidase (GH125)	CL0059	Glyco_hydro_125	14
PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	CL0303	H2TH	2
PF06855	YozE SAM-like fold		YozE_SAM_like	2
PF06857	Malonate decarboxylase delta subunit (MdcD)		ACP	3
PF06908	YspA SLOG family	CL0349	YpsA	1
PF06964	Alpha-L-arabinofuranosidase C-terminal domain	CL0369	Alpha-L-AF_C	9
PF06971	Putative DNA-binding protein N-terminus	CL0123	Put_DNA-bind_N	1
PF07274	Protein of unknown function (DUF1440)		DUF1440	1
PF07288	RNA polymerase epsilon subunit		RpoY	2
PF07408	Protein of unknown function (DUF1507)		DUF1507	1
PF07470	Glycosyl Hydrolase Family 88	CL0059	Glyco_hydro_88	5
PF07475	HPr Serine kinase C-terminal domain	CL0374	Hpr_kinase_C	9
PF07478	D-ala D-ala ligase C-terminus	CL0179	Dala_Dala_lig_C	4
PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	CL0106	NAD_Gly3P_dh_C	7
PF07497	Rho termination factor, RNA-binding domain	CL0021	Rho_RNA_bind	14
PF07516	SecA Wing and Scaffold domain		SecA_SW	7
PF07517	SecA DEAD-like domain	CL0023	SecA_DEAD	15
PF07553	Host cell surface-exposed lipoprotein		Lipoprotein_Ltp	18
PF07563	Protein of unknown function (DUF1541)	CL0010	DUF1541	6
PF07650	KH domain	CL0007	KH_2	9
PF07662	Na+ dependent nucleoside transporter C-terminus		Nucleos_tra2_C	8
PF07724	AAA domain (Cdc48 subfamily)	CL0023	AAA_2	31
PF07726	ATPase family associated with various cellular activities (AAA)	CL0023	AAA_3	1
PF07733	Bacterial DNA polymerase III alpha NTPase domain	CL0260	DNA_pol3_alpha	11
PF07831	Pyrimidine nucleoside phosphorylase C-terminal domain	CL0105	PYNP_C	8
PF07971	Glycosyl hydrolase family 92 catalytic domain	CL0059	Glyco_hydro_92	4
PF07972	NrdI Flavodoxin like 	CL0042	Flavodoxin_NdrI	2
PF07977	FabA-like domain	CL0050	FabA	4
PF08206	Ribonuclease B OB domain	CL0021	OB_RNB	1
PF08207	Elongation factor P (EF-P) KOW-like domain	CL0010	EFP_N	3
PF08220	DeoR-like helix-turn-helix domain	CL0123	HTH_DeoR	4
PF08222	CodY helix-turn-helix domain	CL0123	HTH_CodY	8
PF08264	Anticodon-binding domain of tRNA ligase	CL0258	Anticodon_1	1
PF08282	haloacid dehalogenase-like hydrolase	CL0137	Hydrolase_3	13
PF08299	Bacterial dnaA protein helix-turn-helix	CL0123	Bac_DnaA_C	3
PF08353	MurT ligase C-terminal		MurT_C	2
PF08439	Oligopeptidase F		Peptidase_M3_N	3
PF08459	UvrC RNAse H endonuclease domain	CL0219	UvrC_RNaseH_dom	6
PF08499	3'5'-cyclic nucleotide phosphodiesterase N-terminal		PDEase_I_N	13
PF08531	Alpha-L-rhamnosidase N-terminal domain	CL0202	Bac_rhamnosid_N	2
PF08541	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  	CL0046	ACP_syn_III_C	2
PF08543	Phosphomethylpyrimidine kinase	CL0118	Phos_pyr_kin	7
PF08707	Primase C terminal 2 (PriCT-2)   		PriCT_2	5
PF08796	Protein of unknown function (DUF1797)		DUF1797	4
PF08798	CRISPR associated protein	CL0362	CRISPR_assoc	2
PF09182	Bacterial purine repressor, N-terminal	CL0123	PuR_N	1
PF09269	Domain of unknown function (DUF1967)		DUF1967	2
PF09323	DUF1980 N-terminal domain		DUF1980	1
PF09334	tRNA synthetases class I (M)	CL0039	tRNA-synt_1g	3
PF09363	XFP C-terminal domain	CL0591	XFP_C	3
PF09364	XFP N-terminal domain	CL0254	XFP_N	70
PF09371	Tex-like protein N-terminal domain		Tex_N	11
PF09382	RQC domain	CL0123	RQC	1
PF09397	Ftsk gamma domain	CL0123	FtsK_gamma	3
PF09424	Yqey-like protein	CL0279	YqeY	2
PF09515	Thiamine transporter protein (Thia_YuaJ)	CL0315	Thia_YuaJ	5
PF09586	Bacterial membrane protein YfhO	CL0111	YfhO	6
PF09677	Type-F conjugative transfer system protein (TrbI_Ftype)		TrbI_Ftype	1
PF09693	Phage uncharacterised protein (Phage_XkdX)		Phage_XkdX	7
PF09902	Uncharacterized protein conserved in bacteria (DUF2129)		DUF2129	2
PF09911	Uncharacterized protein conserved in bacteria (DUF2140)		DUF2140	2
PF09989	CoA enzyme activase uncharacterised domain (DUF2229)	CL0108	DUF2229	6
PF10022	Uncharacterized protein conserved in bacteria (DUF2264)	CL0059	DUF2264	3
PF10073	GapR-like, DNA-binding domain		GapR_DNA-bd	1
PF10141	Single-strand DNA-specific exonuclease, C terminal domain		ssDNA-exonuc_C	1
PF10145	Phage-related minor tail protein		PhageMin_Tail	4
PF10150	Ribonuclease E/G family		RNase_E_G	4
PF10282	Lactonase, 7-bladed beta-propeller	CL0186	Lactonase	8
PF10298	WhiA N-terminal LAGLIDADG-like domain	CL0324	WhiA_N	14
PF10385	RNA polymerase beta subunit external 1 domain		RNA_pol_Rpb2_45	1
PF10396	GTP-binding protein TrmE N-terminus	CL0289	TrmE_N	9
PF10418	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	CL0486	DHODB_Fe-S_bind	1
PF10431	C-terminal, D2-small domain, of ClpB protein 	CL0671	ClpB_D2-small	5
PF10458	Valyl tRNA synthetase tRNA binding arm	CL0298	Val_tRNA-synt_C	6
PF10509	Galactokinase galactose-binding signature	CL0329	GalKase_gal_bdg	3
PF10941	Protein of unknown function DUF2620		DUF2620	2
PF11044	Plectrovirus spv1-c74 ORF 12 transmembrane protein		TMEMspv1-c74-12	1
PF11217	Protein of unknown function (DUF3013)		DUF3013	14
PF11240	Protein of unknown function (DUF3042)		DUF3042	3
PF11694	Protein of unknown function (DUF3290)		DUF3290	2
PF11762	L-arabinose isomerase C-terminal domain	CL0105	Arabinose_Iso_C	2
PF11772	DNA-directed RNA polymerase subunit beta		EpuA	1
PF11797	Protein of unknown function C-terminal (DUF3324)		DUF3324	1
PF11858	Domain of unknown function (DUF3378)	CL0407	DUF3378	3
PF11987	Translation-initiation factor 2		IF-2	4
PF12002	MgsA AAA+ ATPase C terminal	CL0604	MgsA_C	6
PF12010	Domain of unknown function (DUF3502)		DUF3502	6
PF12072	RNase Y N-terminal region		RNase_Y_N	9
PF12344	Ultra-violet resistance protein B	CL0023	UvrB	3
PF12437	Glutamine synthetase type III N terminal 		GSIII_N	1
PF12631	MnmE helical domain		MnmE_helical	3
PF12684	PDDEXK-like domain of unknown function (DUF3799)	CL0236	DUF3799	6
PF12836	Helix-hairpin-helix motif	CL0198	HHH_3	3
PF12905	Endo-alpha-N-acetylgalactosaminidase	CL0036	Glyco_hydro_101	13
PF13101	Protein of unknown function (DUF3945)	CL0167	DUF3945	1
PF13177	DNA polymerase III, delta subunit	CL0023	DNA_pol3_delta2	5
PF13184	NusA-like KH domain	CL0007	KH_5	2
PF13243	Squalene-hopene cyclase C-terminal domain	CL0059	SQHop_cyclase_C	1
PF13275	S4 domain	CL0492	S4_2	7
PF13277	YmdB-like protein	CL0163	YmdB	13
PF13328	HD domain	CL0237	HD_4	3
PF13350	Tyrosine phosphatase family	CL0031	Y_phosphatase3	4
PF13353	4Fe-4S single cluster domain	CL0344	Fer4_12	5
PF13361	UvrD-like helicase C-terminal domain	CL0023	UvrD_C	10
PF13413	Helix-turn-helix domain	CL0123	HTH_25	2
PF13479	AAA domain	CL0023	AAA_24	1
PF13527	Acetyltransferase (GNAT) domain	CL0257	Acetyltransf_9	3
PF13561	Enoyl-(Acyl carrier protein) reductase	CL0063	adh_short_C2	1
PF13572	Domain of unknown function (DUF4134)	CL0690	DUF4134	1
PF13603	Leucyl-tRNA synthetase, editing domain	CL0039	tRNA-synt_1_2	9
PF13614	AAA domain	CL0023	AAA_31	11
PF13684	Fatty acid kinase subunit A-like, C-terminal	CL0245	FakA-like_C	7
PF13702	Lysozyme-like	CL0037	Lysozyme_like	5
PF13731	WxL domain surface cell wall-binding		WxL	6
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	CL0533	Pribosyltran_N	34
PF13932	tRNA modifying enzyme MnmG/GidA C-terminal helical bundle	CL0003	GIDA_C	3
PF14490	Helix-hairpin-helix containing domain	CL0198	HHH_4	4
PF14492	Elongation Factor G, domain III	CL0437	EFG_III	7
PF14681	Uracil phosphoribosyltransferase	CL0533	UPRTase	1
PF14698	Argininosuccinate lyase C-terminal		ASL_C2	1
PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal		KH_dom-like	1
PF14804	Jag N-terminus		Jag_N	4
PF14850	DNA-binding domain of Proline dehydrogenase		Pro_dh-DNA_bdg	1
PF16193	AAA C-terminal domain	CL0671	AAA_assoc_2	3
PF16320	Ribosomal protein L7/L12 dimerisation domain		Ribosomal_L12_N	1
PF16321	Sigma 54 modulation/S30EA ribosomal protein C terminus		Ribosom_S30AE_C	6
PF16360	GTP-binding GTPase Middle Region		GTP-bdg_M	3
PF16658	Class II release factor RF3, C-terminal domain	CL0437	RF3_C	6
PF16775	Target recognition domain of lytic exoenzyme		ZoocinA_TRD	34
PF16870	2-oxoglutarate dehydrogenase C-terminal	CL0591	OxoGdeHyase_C	2
PF16889	Heparinase II/III N-terminus	CL0059	Hepar_II_III_N	2
PF16921	Tex protein YqgF-like domain	CL0580	Tex_YqgF	1
PF16938	Putative phage holin Dp-1		Phage_holin_Dp1	23
PF16957	Malonate decarboxylase, alpha subunit, transporter	CL0063	Mal_decarbox_Al	1
PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24	CL0010	ribosomal_L24	10
PF17167	Glycosyl hydrolase 36 superfamily, catalytic domain	CL0059	Glyco_hydro_36	1
PF17255	EbsA-like protein	CL0266	EbsA	1
PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	CL0059	Bac_rhamnosid6H	6
PF17657	Bacterial DNA polymerase III alpha subunit finger domain		DNA_pol3_finger	13
PF17757	UvrB interaction domain	CL0664	UvrB_inter	10
PF17760	UvrA interaction domain		UvrA_inter	7
PF17762	HTH domain found in ParB protein	CL0123	HTH_ParB	3
PF17774	Putative RNA-binding domain in YlmH	CL0221	YlmH_RBD	2
PF17783	CvfB-like winged helix domain	CL0123	CvfB_WH	1
PF17831	Pyruvate dehydrogenase E1 component middle domain	CL0254	PDH_E1_M	2
PF17854	FtsK alpha domain		FtsK_alpha	2
PF17862	AAA+ lid domain	CL0671	AAA_lid_3	1
PF17864	RuvB AAA lid domain	CL0671	AAA_lid_4	4
PF17871	AAA lid domain	CL0671	AAA_lid_9	23
PF17881	Domain of unknown function (DUF5590)	CL0320	DUF5590	1
PF17974	Galactose-binding domain-like	CL0220	GalBD_like	2
PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain		FGAR-AT_linker	1
PF18146	Damage-inducible protein CinA KH domain		CinA_KH	1
PF18419	ATP-grasp-like domain	CL0179	ATP-grasp_6	2
PF18438	Glycosyl hydrolases family 38 C-terminal domain 1	CL0103	Glyco_hydro_38	4
PF18708	MapZ extracellular C-terminal domain 2		MapZ_C2	7
PF18848	Bacterial archaeo-eukaryotic release factor family 6	CL0267	baeRF_family6	1
PF19044	TraG P-loop domain	CL0023	P-loop_TraG	1
PF19200	6-phospho-N-acetylmuramidase, N-terminal	CL0036	MupG_N	11
PF19528	Family of unknown function (DUF6056)		DUF6056	5
PF19556	PRTRC system protein E		PRTRC_E	1
PF19833	ATP-dependent DNA helicase RecG, domain 3, C-terminal		RecG_dom3_C	1
PF20259	tRNA methyl transferase PRC-barrel domain	CL0350	tRNA_Me_trans_M	1
PF20609	Putative adhesive domain (group 17)		pAdhesive_17	2
PF20629	D-galactarate/Altronate dehydratase, C-terminal		GD_AH_C	10
PF20730	YetF N-terminal transmembrane domain		YetF_N	8
PF20772	TACO1/YebC protein N-terminal domain		TACO1_YebC_N	15
PF20791	Acyl-ACP thioesterase C-terminal domain	CL0050	Acyl-ACP_TE_C	3
PF21016	Ribosomal RNA large subunit methyltransferase N-terminal domain	CL0198	RlmN_N	1
PF21018	TypA/BipA C-terminal domain		BipA_C	8
PF21090	SecA P-loop domain	CL0023	P-loop_SecA	29
PF21096	RecA C-terminal domain		RecA_C	2
PF21191	CvfB first S1-like domain	CL0021	CvfB_1st	4
PF21196	PcrA/UvrD tudor domain	CL0010	PcrA_UvrD_tudor	3
PF21391	Tyrosine decarboxylase, C-terminal	CL0061	tyr_de_CO2_C	6
PF21467	Beta-galactosidase, galactose-binding domain	CL0202	BetaGal_gal-bd	1
PF21516	YqeH-like, C-terminal		YqeH-like_C	5
PF21537	DUF1980 C-terminal domain		DUF1980_C	1
PF21543	Virulence regulatory factor CvfB, second domain	CL0021	CvfB_2nd	5
PF21645	Fatty acid kinase subunit A-like, middle domain	CL0704	FakA-like_M	2
PF21760	Protein translocase subunit SecDF, P1 domain, N-terminal	CL0322	SecD_1st	2
