ID	Function	Gene	Count
TIGR02204	ABC transporter, permease/ATP-binding protein		13
TIGR02211	lipoprotein releasing system, ATP-binding protein	lolD	8
TIGR02224	tyrosine recombinase XerC	xerC	17
TIGR02225	tyrosine recombinase XerD	xerD	10
TIGR02227	signal peptidase I	lepB	2
TIGR02290	oligoendopeptidase, pepF/M3 family		5
TIGR02314	D-methionine ABC transporter, ATP-binding protein	metN	9
TIGR02315	phosphonate ABC transporter, ATP-binding protein	phnC	24
TIGR02327	conserved hypothetical integral membrane protein		6
TIGR02328	conserved hypothetical protein		6
TIGR02348	chaperonin GroL	groL	39
TIGR02349	chaperone protein DnaJ	dnaJ	10
TIGR02350	chaperone protein DnaK	dnaK	67
TIGR02357	energy-coupled thiamine transporter ThiT	thiT	5
TIGR02381	cold shock domain protein CspD	cspD	5
TIGR02386	DNA-directed RNA polymerase, beta' subunit	rpoC	101
TIGR02388	DNA-directed RNA polymerase, beta'' subunit		6
TIGR02392	alternative sigma factor RpoH	rpoH	2
TIGR02393	RNA polymerase sigma factor RpoD	rpoD	15
TIGR02394	RNA polymerase sigma factor RpoS	rpoS	1
TIGR02395	RNA polymerase sigma-54 factor	rpoN	2
TIGR02397	DNA polymerase III, subunit gamma and tau	dnaX	27
TIGR02403	alpha,alpha-phosphotrehalase	treC	8
TIGR02432	tRNA(Ile)-lysidine synthetase	tilS	2
TIGR02482	6-phosphofructokinase	pfkA	9
TIGR02483	phosphofructokinase		1
TIGR02487	anaerobic ribonucleoside-triphosphate reductase	nrdD	2
TIGR02493	pyruvate formate-lyase 1-activating enzyme	pflA	5
TIGR02494	glycyl-radical enzyme activating protein		3
TIGR02538	type IV-A pilus assembly ATPase PilB	pilB	1
TIGR02571	ComE operon protein 2		10
TIGR02589	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG	cas7c	19
TIGR02614	cell division protein FtsW	ftsW	3
TIGR02624	rhamnulose-1-phosphate aldolase	rhaD	12
TIGR02625	L-rhamnose mutarotase	rhaM	1
TIGR02627	rhamnulokinase	rhaB	7
TIGR02630	xylose isomerase	xylA	46
TIGR02633	D-xylose ABC transporter, ATP-binding protein	xylG	6
TIGR02636	galactose mutarotase	galM	1
TIGR02638	lactaldehyde reductase	fucO	17
TIGR02639	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	6
TIGR02643	thymidine phosphorylase	deoA	1
TIGR02644	pyrimidine-nucleoside phosphorylase	pdp	27
TIGR02651	ribonuclease Z	rnz	8
TIGR02669	SpoIID/LytB domain		1
TIGR02673	cell division ATP-binding protein FtsE	ftsE	10
TIGR02712	urea carboxylase	uca	1
TIGR02720	pyruvate oxidase	spxB	17
TIGR02727	5-formyltetrahydrofolate cyclo-ligase		2
TIGR02729	Obg family GTPase CgtA	cgtA	15
TIGR02744	type-F conjugative transfer system protein TrbI	trbI	2
TIGR02769	nickel import ATP-binding protein NikE	nikE	1
TIGR02770	nickel import ATP-binding protein NikD	nikD	15
TIGR02785	helicase-exonuclease AddAB, AddA subunit	addA	50
TIGR02786	double-strand break repair protein AddB	addB	1
TIGR02787	GTP-sensing transcriptional pleiotropic repressor CodY	codY	14
TIGR02815	putative sugar isomerase, AgaS family		24
TIGR02817	zinc-binding alcohol dehydrogenase family protein		1
TIGR02818	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase		5
TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family		12
TIGR02842	cytochrome o ubiquinol oxidase, subunit III	cyoC	1
TIGR02843	cytochrome o ubiquinol oxidase, subunit I	cyoB	3
TIGR02966	phosphate regulon sensor kinase PhoR	phoR	12
TIGR02982	ABC exporter ATP-binding subunit, DevA family		5
TIGR02988	S4 domain protein YaaA	yaaA	7
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	ehuA	42
TIGR03023	undecaprenyl-phosphate glucose phosphotransferase		3
TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase		9
TIGR03061	YhgE/Pip N-terminal domain		8
TIGR03062	YhgE/Pip C-terminal domain		2
TIGR03074	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family		2
TIGR03107	glutamyl aminopeptidase	pepA	33
TIGR03137	peroxiredoxin	ahpC	15
TIGR03140	alkyl hydroperoxide reductase subunit F	ahpF	1
TIGR03143	putative alkyl hydroperoxide reductase F subunit		33
TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II	fabF	62
TIGR03152	formate-dependent cytochrome c nitrite reductase, c552 subunit	nrfA	1
TIGR03156	GTP-binding protein HflX	hflX	27
TIGR03173	xanthine permease	pbuX	6
TIGR03181	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA	26
TIGR03263	guanylate kinase	gmk	11
TIGR03265	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein		14
TIGR03284	thymidylate synthase	thyA	23
TIGR03308	phosphonate metabolim protein, transferase hexapeptide repeat family		2
TIGR03309	selenium-dependent molybdenum hydroxylase system protein, YqeB family		2
TIGR03319	ribonuclease Y	rny	40
TIGR03324	alternate F1F0 ATPase, F1 subunit alpha		2
TIGR03346	ATP-dependent chaperone protein ClpB	clpB	159
TIGR03355	type VI secretion protein, EvpB/VC_A0108 family		2
TIGR03356	beta-galactosidase		1
TIGR03393	indolepyruvate decarboxylase	ipdC	8
TIGR03402	cysteine desulfurase NifS	nifS	7
TIGR03415	choline ABC transporter, ATP-binding protein	choV	2
TIGR03416	choline ABC transporter, permease protein	choW	9
TIGR03423	penicillin-binding protein 2	mrdA	1
TIGR03467	squalene-associated FAD-dependent desaturase	hpnE	1
TIGR03476	putative membrane protein		1
TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific	prmC	1
TIGR03540	LL-diaminopimelate aminotransferase		2
TIGR03542	LL-diaminopimelate aminotransferase		1
TIGR03544	DivIVA domain		6
TIGR03561	peroxiredoxin, Ohr subfamily		1
TIGR03591	polyribonucleotide nucleotidyltransferase	pnp	44
TIGR03592	membrane protein insertase, YidC/Oxa1 family	yidC	4
TIGR03594	ribosome-associated GTPase EngA	engA	20
TIGR03595	Obg family GTPase CgtA, C-terminal extension	cgtA	2
TIGR03596	ribosome biogenesis GTP-binding protein YlqF	ylqF	6
TIGR03597	ribosome biogenesis GTPase YqeH	yqeH	16
TIGR03598	ribosome biogenesis GTP-binding protein YsxC	ysxC	9
TIGR03599	DAK2 domain fusion protein YloV		31
TIGR03608	putative bacteriocin export ABC transporter, lactococcin 972 group		15
TIGR03625	50S ribosomal protein uL3	rplC	12
TIGR03631	ribosomal protein uS13	rpsM	11
TIGR03632	ribosomal protein uS11	rpsK	15
TIGR03635	ribosomal protein uS17	rpsQ	3
TIGR03638	CRISPR-associated endonuclease Cas1, subtype I-E/ECOLI	cas1e	1
TIGR03640	CRISPR-associated endonuclease Cas1, subtype I-C/DVULG	cas1c	32
TIGR03654	ribosomal protein uL6	rplF	7
TIGR03692	ATP-dependent protease HslVU, peptidase subunit	hslV	7
TIGR03705	polyphosphate kinase 1	ppk1	1
TIGR03714	accessory Sec system translocase SecA2	secA2	15
TIGR03719	ATP-binding cassette protein, ChvD family		12
TIGR03723	tRNA threonylcarbamoyl adenosine modification protein TsaD	tsaD	8
TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ	yeaZ	8
TIGR03740	lantibiotic protection ABC transporter, ATP-binding subunit		4
TIGR03766	conserved hypothetical integral membrane protein		9
TIGR03781	Bacteroides conjugative transposon TraK protein	traK	1
TIGR03783	Bacteroides conjugation system ATPase, TraG family	traG	2
TIGR03787	proteobacterial dedicated sortase system response regulator	pdsR	1
TIGR03796	NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein		1
TIGR03801	aspartate 4-decarboxylase	aspD	23
TIGR03802	aspartate-alanine antiporter	aspT	1
TIGR03811	tyrosine decarboxylase	tdc	73
TIGR03864	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system		1
TIGR03953	50S ribosomal protein uL4	rplD	10
TIGR03955	[FeFe] hydrogenase H-cluster radical SAM maturase HydG	hydG	2
TIGR04056	TonB-linked outer membrane protein, SusC/RagA family		1
TIGR04091	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	19
TIGR04092	D-alanyl-lipoteichoic acid biosynthesis protein DltD	dltD	12
TIGR04130	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	fnlA	39
TIGR04170	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	nrdE	30
TIGR04171	ribonucleoside-diphosphate reductase, class 1b, beta subunit	nrdF	17
TIGR04265	cardiolipin synthase	cls	3
TIGR04285	nucleoid occlusion protein	noc	6
TIGR04350	putative C-S lyase		1
TIGR04365	autonomous glycyl radical cofactor GrcA	grcA	6
TIGR04397	accessory Sec system translocase SecA2	secA2	5
TIGR04406	LPS export ABC transporter ATP-binding protein	lptB	2
TIGR04456	LruC domain		1
TIGR04480	D-proline reductase (dithiol), PrdA proprotein	prdA	52
TIGR04481	proline reductase-associated electron transfer protein PrdC	prdC	28
TIGR04483	D-proline reductase (dithiol), PrdB protein	prdB	46
TIGR04520	energy-coupling factor transporter ATPase		21
TIGR04521	energy-coupling factor transporter ATPase		26
TIGR04567	DNA-directed RNA polymerase delta subunit	rpoE	6
