L1	L2	L3	ID	Function	EC	Gene	Count
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00962	Polyribonucleotide nucleotidyltransferase	2.7.7.8	pnp, PNPT1	77
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00969	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	nadD	3
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	32
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	32
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	32
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	32
Genetic Information Processing	Translation	RNA transport [PATH:ko03013]	K00974	TRNA nucleotidyltransferase (CCA-adding enzyme)	2.7.7.72 3.1.3.- 3.1.4.-	cca	8
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00974	TRNA nucleotidyltransferase (CCA-adding enzyme)	2.7.7.72 3.1.3.- 3.1.4.-	cca	8
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00975	Glucose-1-phosphate adenylyltransferase	2.7.7.27	glgC	17
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00975	Glucose-1-phosphate adenylyltransferase	2.7.7.27	glgC	17
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K00975	Glucose-1-phosphate adenylyltransferase	2.7.7.27	glgC	17
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	kdsB	1
Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	kdsB	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00981	Phosphatidate cytidylyltransferase	2.7.7.41	E2.7.7.41, CDS1, CDS2, cdsA	22
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system [PATH:ko04070]	K00981	Phosphatidate cytidylyltransferase	2.7.7.41	E2.7.7.41, CDS1, CDS2, cdsA	22
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00989	Ribonuclease PH	2.7.7.56	rph	46
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2.7.7.60	ispD	2
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01000	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	mraY	15
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01000	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	mraY	15
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01000	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	mraY	15
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01005	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase	2.7.8.-	tagT_U_V	33
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K01056	Peptidyl-tRNA hydrolase, PTH1 family	3.1.1.29	PTH1, pth, spoVC	8
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01089	Imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	hisB	1
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	6
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	6
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system [PATH:ko04070]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	6
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01118	FMN-dependent NADH-azoreductase	1.7.1.17	acpD, azoR	9
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	84
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	84
Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K01142	Exodeoxyribonuclease III	3.1.11.2	E3.1.11.2, xthA	9
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01142	Exodeoxyribonuclease III	3.1.11.2	E3.1.11.2, xthA	9
Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K01151	Deoxyribonuclease IV	3.1.21.2	nfo	14
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01151	Deoxyribonuclease IV	3.1.21.2	nfo	14
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K01159	Crossover junction endodeoxyribonuclease RuvC	3.1.22.4	ruvC	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01159	Crossover junction endodeoxyribonuclease RuvC	3.1.22.4	ruvC	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01175	Esterase	3.1.-.-	ybfF	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01182	Oligo-1,6-glucosidase	3.2.1.10	IMA, malL	23
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01182	Oligo-1,6-glucosidase	3.2.1.10	IMA, malL	23
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01184	Polygalacturonase	3.2.1.15	E3.2.1.15	6
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01185	Lysozyme	3.2.1.17	E3.2.1.17	2
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01190	Beta-galactosidase	3.2.1.23	lacZ	17
Metabolism	Lipid metabolism	Sphingolipid metabolism [PATH:ko00600]	K01190	Beta-galactosidase	3.2.1.23	lacZ	17
Metabolism	Glycan biosynthesis and metabolism	Other glycan degradation [PATH:ko00511]	K01190	Beta-galactosidase	3.2.1.23	lacZ	17
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01198	Xylan 1,4-beta-xylosidase	3.2.1.37	xynB	9
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01209	Alpha-L-arabinofuranosidase	3.2.1.55	abfA	15
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01220	6-phospho-beta-galactosidase	3.2.1.85	E3.2.1.85, lacG	52
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	144
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	144
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01243	Adenosylhomocysteine nucleosidase	3.2.2.9	mtnN, mtn, pfs	5
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01250	Pyrimidine-specific ribonucleoside hydrolase	3.2.-.-	rihA	41
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	8
Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	8
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	8
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01258	Tripeptide aminopeptidase	3.4.11.4	pepT	23
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01261	Glutamyl aminopeptidase	3.4.11.7	pepA	48
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01262	Xaa-Pro aminopeptidase	3.4.11.9	pepP	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01271	Xaa-Pro dipeptidase	3.4.13.9	pepQ	21
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01274	Beta-Ala-Xaa dipeptidase	3.4.13.-	pepV	62
Human Diseases	Infectious disease: parasitic	Chagas disease [PATH:ko05142]	K01354	Oligopeptidase B	3.4.21.83	ptrB	2
Human Diseases	Infectious disease: parasitic	African trypanosomiasis [PATH:ko05143]	K01354	Oligopeptidase B	3.4.21.83	ptrB	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01354	Oligopeptidase B	3.4.21.83	ptrB	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01356	Repressor LexA	3.4.21.88	lexA	6
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01356	Repressor LexA	3.4.21.88	lexA	6
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K01358	ATP-dependent Clp protease, protease subunit	3.4.21.92	clpP, CLPP	29
Organismal Systems	Aging	Longevity regulating pathway - worm [PATH:ko04212]	K01358	ATP-dependent Clp protease, protease subunit	3.4.21.92	clpP, CLPP	29
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01358	ATP-dependent Clp protease, protease subunit	3.4.21.92	clpP, CLPP	29
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01372	Bleomycin hydrolase	3.4.22.40	BLMH, pepC	29
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01409	N6-L-threonylcarbamoyladenine synthase	2.3.1.234	KAE1, tsaD, QRI7	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01419	ATP-dependent HslUV protease, peptidase subunit HslV	3.4.25.2	hslV, clpQ	5
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K01421	Putative membrane protein		yhgE	35
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01427	Urease	3.5.1.5	URE	2
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01427	Urease	3.5.1.5	URE	2
Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01427	Urease	3.5.1.5	URE	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01428	Urease subunit alpha	3.5.1.5	ureC	5
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01428	Urease subunit alpha	3.5.1.5	ureC	5
Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01428	Urease subunit alpha	3.5.1.5	ureC	5
Human Diseases	Infectious disease: bacterial	Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	K01428	Urease subunit alpha	3.5.1.5	ureC	5
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01439	Succinyl-diaminopimelate desuccinylase	3.5.1.18	dapE	4
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01439	Succinyl-diaminopimelate desuccinylase	3.5.1.18	dapE	4
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01443	N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	nagA, AMDHD2	5
Metabolism	Glycan biosynthesis and metabolism	Other glycan degradation [PATH:ko00511]	K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase	3.5.1.26	AGA, aspG	16
Cellular Processes	Transport and catabolism	Lysosome [PATH:ko04142]	K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase	3.5.1.26	AGA, aspG	16
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01462	Peptide deformylase	3.5.1.88	PDF, def	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01465	Dihydroorotase	3.5.2.3	URA4, pyrC	11
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01478	Arginine deiminase	3.5.3.6	arcA	14
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01489	Cytidine deaminase	3.5.4.5	cdd, CDA	10
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01489	Cytidine deaminase	3.5.4.5	cdd, CDA	10
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01491	Methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	folD	24
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K01491	Methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	folD	24
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01493	DCMP deaminase	3.5.4.12	comEB	2
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K01493	DCMP deaminase	3.5.4.12	comEB	2
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01495	GTP cyclohydrolase IA	3.5.4.16	GCH1, folE	4
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01515	ADP-ribose pyrophosphatase	3.6.1.13	nudF	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01519	Inosine triphosphate pyrophosphatase	3.6.1.-	ITPA	8
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01519	Inosine triphosphate pyrophosphatase	3.6.1.-	ITPA	8
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01531	P-type Mg2+ transporter	7.2.2.14	mgtA, mgtB	85
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01533	P-type Cu2+ transporter	7.2.2.9	copB	42
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01534	Zn2+/Cd2+-exporting ATPase	7.2.2.12 7.2.2.21	zntA	15
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01537	P-type Ca2+ transporter type 2C	7.2.2.10	ATP2C	57
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01552	Energy-coupling factor transport system ATP-binding protein	7.-.-.-	ecfA	8
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01554	8-oxo-dGDP phosphatase	3.6.1.58		3
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01568	Pyruvate decarboxylase	4.1.1.1	PDC, pdc	8
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01588	5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	purE	11
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01589	5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	purK	16
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01597	Diphosphomevalonate decarboxylase	4.1.1.33	MVD, mvaD	6
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01598	Phosphopantothenoylcysteine decarboxylase	4.1.1.36	PPCDC, coaC	4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01619	Deoxyribose-phosphate aldolase	4.1.2.4	deoC, DERA	9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	162
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	162
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	13
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	13
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	13
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42	eda	2
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42	eda	2
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	kdsA	12
Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	kdsA	12
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01629	Rhamnulose-1-phosphate aldolase	4.1.2.19	rhaD	28
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01629	Rhamnulose-1-phosphate aldolase	4.1.2.19	rhaD	28
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01635	Tagatose 1,6-diphosphate aldolase	4.1.2.40	lacD	25
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01635	Tagatose 1,6-diphosphate aldolase	4.1.2.40	lacD	25
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	6
Metabolism	Lipid metabolism	Synthesis and degradation of ketone bodies [PATH:ko00072]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	6
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	6
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	6
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	6
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01643	Citrate lyase subunit alpha / citrate CoA-transferase	2.8.3.10	citF	92
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01646	Citrate lyase subunit gamma (acyl carrier protein)		citD	4
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01649	2-isopropylmalate synthase	2.3.3.13	leuA, IMS	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01649	2-isopropylmalate synthase	2.3.3.13	leuA, IMS	2
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01657	Anthranilate synthase component I	4.1.3.27	trpE	2
Metabolism	Biosynthesis of other secondary metabolites	Phenazine biosynthesis [PATH:ko00405]	K01657	Anthranilate synthase component I	4.1.3.27	trpE	2
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01657	Anthranilate synthase component I	4.1.3.27	trpE	2
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K01657	Anthranilate synthase component I	4.1.3.27	trpE	2
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	6
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	6
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01665	Para-aminobenzoate synthetase component I	2.6.1.85	pabB	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Cancer: overview	Pathways in cancer [PATH:ko05200]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Cancer: specific types	Renal cell carcinoma [PATH:ko05211]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Endocrine and metabolic disease	Cushing syndrome [PATH:ko04934]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	4
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	4
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	4
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01685	Altronate hydrolase	4.2.1.7	uxaA	33
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01686	Mannonate dehydratase	4.2.1.8	uxuA	15
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	4
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01689	Enolase	4.2.1.11	ENO, eno	64
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01689	Enolase	4.2.1.11	ENO, eno	64
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K01689	Enolase	4.2.1.11	ENO, eno	64
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K01689	Enolase	4.2.1.11	ENO, eno	64
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K01689	Enolase	4.2.1.11	ENO, eno	64
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01689	Enolase	4.2.1.11	ENO, eno	64
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01690	Phosphogluconate dehydratase	4.2.1.12	edd	4
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01693	Imidazoleglycerol-phosphate dehydratase	4.2.1.19	hisB	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01696	Tryptophan synthase beta chain	4.2.1.20	trpB	14
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01696	Tryptophan synthase beta chain	4.2.1.20	trpB	14
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01698	Porphobilinogen synthase	4.2.1.24	hemB, ALAD	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01698	Porphobilinogen synthase	4.2.1.24	hemB, ALAD	1
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Biosynthesis of other secondary metabolites	Glucosinolate biosynthesis [PATH:ko00966]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	leuD, IPMI-S	4
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	leuD, IPMI-S	4
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	51
