ID	Function	Clan	Gene	Count
PF13350	Tyrosine phosphatase family	CL0031	Y_phosphatase3	3
PF13361	UvrD-like helicase C-terminal domain	CL0023	UvrD_C	2
PF13377	Periplasmic binding protein-like domain	CL0144	Peripla_BP_3	2
PF13413	Helix-turn-helix domain	CL0123	HTH_25	2
PF13561	Enoyl-(Acyl carrier protein) reductase	CL0063	adh_short_C2	1
PF13603	Leucyl-tRNA synthetase, editing domain	CL0039	tRNA-synt_1_2	3
PF13614	AAA domain	CL0023	AAA_31	2
PF13684	Fatty acid kinase subunit A-like, C-terminal	CL0245	FakA-like_C	2
PF13731	WxL domain surface cell wall-binding		WxL	4
PF13743	Thioredoxin	CL0172	Thioredoxin_5	1
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	CL0533	Pribosyltran_N	5
PF14490	Helix-hairpin-helix containing domain	CL0198	HHH_4	4
PF14681	Uracil phosphoribosyltransferase	CL0533	UPRTase	5
PF14693	Ribosomal protein TL5, C-terminal domain		Ribosomal_TL5_C	1
PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal		KH_dom-like	4
PF14794	Domain of unknown function (DUF4479)		DUF4479	1
PF14804	Jag N-terminus		Jag_N	3
PF16199	Radical_SAM C-terminal domain		Radical_SAM_C	1
PF16321	Sigma 54 modulation/S30EA ribosomal protein C terminus		Ribosom_S30AE_C	11
PF16327	Cytochrome c-type biogenesis protein CcmF C-terminal		CcmF_C	1
PF16360	GTP-binding GTPase Middle Region		GTP-bdg_M	3
PF16658	Class II release factor RF3, C-terminal domain	CL0437	RF3_C	4
PF16745	RsgA N-terminal domain	CL0021	RsgA_N	1
PF16775	Target recognition domain of lytic exoenzyme		ZoocinA_TRD	2
PF16938	Putative phage holin Dp-1		Phage_holin_Dp1	4
PF16957	Malonate decarboxylase, alpha subunit, transporter	CL0063	Mal_decarbox_Al	2
PF17255	EbsA-like protein	CL0266	EbsA	2
PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	CL0059	Bac_rhamnosid6H	1
PF17657	Bacterial DNA polymerase III alpha subunit finger domain		DNA_pol3_finger	4
PF17757	UvrB interaction domain	CL0664	UvrB_inter	2
PF17760	UvrA interaction domain		UvrA_inter	1
PF17762	HTH domain found in ParB protein	CL0123	HTH_ParB	2
PF17774	Putative RNA-binding domain in YlmH	CL0221	YlmH_RBD	4
PF17854	FtsK alpha domain		FtsK_alpha	2
PF17864	RuvB AAA lid domain	CL0671	AAA_lid_4	2
PF17871	AAA lid domain	CL0671	AAA_lid_9	4
PF18146	Damage-inducible protein CinA KH domain		CinA_KH	1
PF18419	ATP-grasp-like domain	CL0179	ATP-grasp_6	2
PF18438	Glycosyl hydrolases family 38 C-terminal domain 1	CL0103	Glyco_hydro_38	1
PF18708	MapZ extracellular C-terminal domain 2		MapZ_C2	5
PF19200	6-phospho-N-acetylmuramidase, N-terminal	CL0036	MupG_N	4
PF19528	Family of unknown function (DUF6056)		DUF6056	3
PF20730	YetF N-terminal transmembrane domain		YetF_N	5
PF20772	TACO1/YebC protein N-terminal domain		TACO1_YebC_N	5
PF20791	Acyl-ACP thioesterase C-terminal domain	CL0050	Acyl-ACP_TE_C	1
PF21018	TypA/BipA C-terminal domain		BipA_C	4
PF21090	SecA P-loop domain	CL0023	P-loop_SecA	8
PF21096	RecA C-terminal domain		RecA_C	2
PF21191	CvfB first S1-like domain	CL0021	CvfB_1st	1
PF21196	PcrA/UvrD tudor domain	CL0010	PcrA_UvrD_tudor	2
PF21391	Tyrosine decarboxylase, C-terminal	CL0061	tyr_de_CO2_C	2
PF21537	DUF1980 C-terminal domain		DUF1980_C	1
PF21543	Virulence regulatory factor CvfB, second domain	CL0021	CvfB_2nd	2
