protein	id	evalue	score
MP_ATCC35311___contig_1_fragment_8_662	VOG00192	7.200000000000001e-13	44.5
GCA_025728615___contig_14_13	VOG15510	1e-12	43.8
GCA_025728675___contig_9_9	VOG15510	1e-12	43.8
MP_ATCC35311___contig_1_fragment_8_625	VOG00404	1e-12	44.6
GCA_025728695___contig_95_11	VOG01073	1.1e-12	43.4
GCA_025728675___contig_50_fragment_1_13	VOG01073	1.1e-12	43.4
GCA_001047515___contig_4_fragment_1_36	VOG01073	1.1e-12	43.4
GCA_003462485___contig_12_fragment_1_128	VOG00468	1.2e-12	43.9
MP_LCAL0054___contig_1_fragment_12_1204	VOG01042	2.7999999999999998e-12	42.3
MP_ATCC35311___contig_1_fragment_8_639	VOG01829	3.7e-12	41.8
MP_LCAL0054___contig_1_fragment_5_477	VOG01156	3.7e-12	42.3
GCA_001047555___contig_9_fragment_1_97	VOG00188	3.8e-12	42.4
GCA_001047465___contig_12_fragment_1_97	VOG00188	3.8e-12	42.4
GCA_025728675___contig_9_17	VOG10140	5.1e-12	41.3
GCA_025728615___contig_14_5	VOG10140	5.1e-12	41.3
MP_ATCC35311___contig_1_fragment_7_572	VOG00188	5.6999999999999995e-12	41.9
MP_ONT63___contig_3_1	VOG10140	5.9999999999999995e-12	41.0
MP_BCQMy206___contig_3_1	VOG10140	5.9999999999999995e-12	41.0
MP_ONT141___contig_3_1	VOG10140	5.9999999999999995e-12	41.0
MP_LCAL0054___contig_1_fragment_12_1220	VOG02771	6.2e-12	42.0
GCA_025728675___contig_9_3	VOG15510	6.3e-12	41.2
MP_ATCC35311___contig_1_fragment_8_643	VOG00241	7e-12	41.1
GCA_001047545___contig_4_7	VOG10140	7.6e-12	40.7
MP_QEQMy133751___contig_3_1	VOG10140	8.1e-12	40.6
MP_LCAL0054___contig_1_fragment_3_319	VOG01397	8.7e-12	40.9
GCA_001047465___contig_12_fragment_1_85	VOG21997	1.0000000000000001e-11	40.3
MP_ATCC35311___contig_1_fragment_7_583	VOG21997	1.0000000000000001e-11	40.3
GCA_001047555___contig_9_fragment_1_85	VOG21997	1.0000000000000001e-11	40.3
MP_LCAL0054___contig_1_fragment_3_318	VOG00973	2.3999999999999998e-11	40.0
MP_BCQMy225___contig_1_fragment_14_1461	VOG17046	0.0	1197.0
GCA_000747585___contig_1_fragment_5_619	VOG03262	4.599999999999997e-275	910.4
MP_BCQMy225___contig_1_fragment_4_356	VOG03262	4.899999999999997e-275	910.3
MP_BCQMy204___contig_1_fragment_4_356	VOG03262	4.899999999999997e-275	910.3
MP_BCQMy204___contig_1_fragment_14_1459	VOG00554	2.699999999999999e-193	640.6
MP_BCQMy225___contig_1_fragment_14_1464	VOG02949	2.7999999999999988e-154	510.1
GCA_001047515___contig_15_fragment_3_106	VOG00639	3.099999999999999e-143	474.1
MP_BCQMy225___contig_1_fragment_15_1529	VOG00120	8.499999999999997e-141	466.7
MP_BCQMy204___contig_1_fragment_15_1532	VOG00120	8.499999999999997e-141	466.7
MP_BCQMy225___contig_1_fragment_12_1202	VOG00824	2.099999999999999e-121	403.0
MP_BCQMy204___contig_1_fragment_12_1200	VOG00824	2.099999999999999e-121	403.0
MP_BCQMy204___contig_1_fragment_14_1457	VOG00523	4.699999999999999e-117	388.1
MP_BCQMy204___contig_1_fragment_14_1466	VOG00029	1.8999999999999997e-115	382.9
GCA_000747585___contig_1_fragment_11_1455	VOG00824	1.2999999999999995e-112	374.0
GCA_001047515___contig_15_fragment_2_50	VOG00824	1.2999999999999995e-112	374.0
MP_BCQMy225___contig_1_fragment_3_305	VOG00674	6.899999999999999e-109	361.1
MP_BCQMy204___contig_1_fragment_3_305	VOG00674	6.899999999999999e-109	361.1
MP_BCQMy225___contig_1_fragment_14_1465	VOG10295	1.5999999999999998e-107	354.5
GCA_000747585___contig_1_fragment_14_1593	VOG00029	1.0999999999999998e-101	337.5
MP_BCQMy225___contig_1_fragment_14_1469	VOG00461	3.8999999999999995e-101	335.8
GCA_001047515___contig_15_fragment_3_96	VOG10295	1.1999999999999997e-92	305.8
MP_BCQMy225___contig_1_fragment_15_1530	VOG00398	5.699999999999999e-90	297.6
MP_BCQMy204___contig_1_fragment_15_1533	VOG00398	5.699999999999999e-90	297.6
GCA_025728645___contig_1_fragment_4_367	VOG13487	9.999999999999999e-90	297.9
MP_BCQMy225___contig_1_fragment_5_485	VOG13487	9.999999999999999e-90	297.9
MP_BCQMy204___contig_1_fragment_5_485	VOG13487	9.999999999999999e-90	297.9
GCA_000747585___contig_1_fragment_8_1104	VOG13487	1.7999999999999997e-89	297.1
GCA_001047435___contig_4_fragment_1_38	VOG13487	1.7999999999999997e-89	297.1
GCA_001047525___contig_5_fragment_1_38	VOG13487	1.7999999999999997e-89	297.1
GCA_025728595___contig_19_2	VOG13487	1.7999999999999997e-89	297.1
GCA_025728615___contig_9_31	VOG13487	1.7999999999999997e-89	297.1
MP_BCQMy225___contig_1_fragment_11_1142	VOG13487	1.7999999999999997e-89	297.1
MP_BCQMy204___contig_1_fragment_11_1140	VOG13487	2.5999999999999995e-89	296.6
GCA_025728645___contig_1_fragment_4_340	VOG05099	8.099999999999999e-86	283.7
GCA_001047445___contig_9_fragment_1_7	VOG05099	7.399999999999997e-85	280.6
GCA_025728645___contig_1_fragment_4_359	VOG04056	1.3999999999999999e-83	277.8
MP_BCQMy225___contig_1_fragment_5_493	VOG04056	2.1999999999999994e-81	270.5
MP_BCQMy204___contig_1_fragment_5_493	VOG04056	2.1999999999999994e-81	270.5
GCA_001047515___contig_15_fragment_3_108	VOG01829	1.8e-76	254.0
GCA_025728645___contig_1_fragment_4_370	VOG04497	1.0999999999999999e-74	247.2
MP_BCQMy225___contig_1_fragment_5_482	VOG04497	1.0999999999999999e-74	247.2
MP_BCQMy204___contig_1_fragment_5_482	VOG04497	1.0999999999999999e-74	247.2
MP_BCQMy225___contig_1_fragment_11_1145	VOG04497	6.4e-74	244.7
MP_BCQMy204___contig_1_fragment_11_1143	VOG04497	6.4e-74	244.7
GCA_025728615___contig_9_28	VOG04497	6.4e-74	244.7
GCA_025728595___contig_19_5	VOG04497	6.4e-74	244.7
MP_BCQMy225___contig_1_fragment_3_323	VOG00824	7.599999999999999e-73	242.5
MP_BCQMy204___contig_1_fragment_3_323	VOG00824	7.599999999999999e-73	242.5
MP_BCQMy225___contig_1_fragment_3_298	VOG00523	9.799999999999998e-73	241.8
MP_BCQMy204___contig_1_fragment_3_298	VOG00523	9.799999999999998e-73	241.8
GCA_001047525___contig_5_fragment_1_80	VOG00041	1.1e-70	235.0
GCA_000747585___contig_1_fragment_8_1146	VOG00041	1.1e-70	235.0
GCA_001047435___contig_4_fragment_1_80	VOG00041	1.1e-70	235.0
MP_BCQMy204___contig_1_fragment_11_1132	VOG04056	1.7999999999999998e-70	234.3
MP_BCQMy225___contig_1_fragment_11_1134	VOG04056	1.7999999999999998e-70	234.3
MP_BCQMy225___contig_1_fragment_14_1479	VOG00041	2.3999999999999995e-68	227.3
GCA_000747585___contig_1_fragment_8_1095	VOG21220	6.099999999999999e-68	226.0
GCA_001047525___contig_5_fragment_1_29	VOG21220	6.099999999999999e-68	226.0
MP_BCQMy204___contig_1_fragment_14_1482	VOG00041	2.0999999999999995e-67	224.2
GCA_001047435___contig_4_fragment_1_29	VOG21220	2.2999999999999997e-67	224.1
MP_BCQMy204___contig_1_fragment_14_1453	VOG00381	3.2999999999999995e-67	223.3
MP_BCQMy225___contig_1_fragment_14_1455	VOG00381	1.0999999999999999e-66	221.5
MP_BCQMy225___contig_1_fragment_3_306	VOG00724	3.099999999999999e-66	220.6
MP_BCQMy204___contig_1_fragment_3_306	VOG00724	3.099999999999999e-66	220.6
GCA_000747585___contig_1_fragment_8_1094	VOG04056	3.799999999999999e-66	219.9
GCA_001047435___contig_4_fragment_1_28	VOG04056	3.799999999999999e-66	219.9
GCA_001047525___contig_5_fragment_1_28	VOG04056	3.799999999999999e-66	219.9
GCA_025728615___contig_9_39	VOG21220	9.599999999999999e-66	218.8
MP_BCQMy204___contig_1_fragment_14_1452	VOG00213	1.1999999999999997e-65	218.4
MP_BCQMy225___contig_1_fragment_14_1454	VOG00213	1.4999999999999998e-65	218.0
MP_BCQMy204___contig_1_fragment_3_287	VOG00041	2.3999999999999993e-65	217.4
MP_BCQMy225___contig_1_fragment_3_287	VOG00041	2.3999999999999993e-65	217.4
GCA_001047515___contig_15_fragment_3_123	VOG00183	2.0999999999999996e-63	210.1
GCA_001047515___contig_15_fragment_3_77	VOG00520	3.0999999999999993e-63	210.5
MP_BCQMy204___contig_1_fragment_5_450	VOG00041	4.2e-61	203.4
MP_BCQMy225___contig_1_fragment_5_450	VOG00041	4.2e-61	203.4
GCA_001047515___contig_15_fragment_3_124	VOG01075	7.899999999999999e-57	188.7
GCA_000747585___contig_1_fragment_14_1592	VOG02151	2.2999999999999996e-56	187.6
GCA_001047515___contig_15_fragment_2_59	VOG02574	4.199999999999999e-56	186.9
MP_BCQMy204___contig_1_fragment_12_1193	VOG02574	4.3e-56	186.8
GCA_000747585___contig_1_fragment_11_1446	VOG02574	4.3e-56	186.8
MP_BCQMy225___contig_1_fragment_12_1195	VOG02574	4.3e-56	186.8
GCA_000747585___contig_1_fragment_15_1698	VOG05855	1.3e-55	184.9
MP_BCQMy204___contig_1_fragment_3_329	VOG02574	7.499999999999999e-55	182.8
MP_BCQMy225___contig_1_fragment_3_329	VOG02574	7.499999999999999e-55	182.8
GCA_001047515___contig_15_fragment_3_125	VOG00452	9.7e-55	182.7
MP_BCQMy225___contig_1_fragment_14_1466	VOG10294	1.1e-54	180.2
GCA_001047515___contig_15_fragment_2_52	VOG13479	4.0999999999999995e-54	179.9
MP_BCQMy225___contig_1_fragment_12_1201	VOG13479	1.0999999999999999e-53	178.6
MP_BCQMy204___contig_1_fragment_12_1199	VOG13479	1.0999999999999999e-53	178.6
GCA_000747585___contig_1_fragment_11_1453	VOG13479	1.8e-53	177.8
MP_BCQMy204___contig_1_fragment_14_1469	VOG02922	4e-53	176.4
MP_BCQMy225___contig_1_fragment_11_1118	VOG00041	5.299999999999999e-53	176.8
MP_BCQMy204___contig_1_fragment_11_1116	VOG00041	5.299999999999999e-53	176.8
MP_BCQMy225___contig_1_fragment_5_472	VOG21431	1.6e-52	174.5
GCA_025728645___contig_1_fragment_4_379	VOG21431	1.6e-52	174.5
GCA_025728595___contig_14_7	VOG21431	1.6e-52	174.5
MP_BCQMy204___contig_1_fragment_5_472	VOG21431	1.6e-52	174.5
MP_BCQMy225___contig_1_fragment_14_1468	VOG00519	1.8e-52	174.7
MP_BCQMy225___contig_1_fragment_3_324	VOG13479	2e-52	174.4
MP_BCQMy204___contig_1_fragment_3_324	VOG13479	2e-52	174.4
MP_BCQMy204___contig_1_fragment_14_1440	VOG03140	1.5e-50	167.9
MP_BCQMy225___contig_1_fragment_14_1442	VOG03140	4.4e-50	166.3
GCA_000747585___contig_1_fragment_8_1120	VOG00404	7.799999999999999e-50	165.2
GCA_001047525___contig_5_fragment_1_53	VOG00404	7.799999999999999e-50	165.2
GCA_001047435___contig_4_fragment_1_53	VOG00404	7.799999999999999e-50	165.2
GCA_001047445___contig_9_fragment_4_284	VOG03321	1.5e-49	164.7
GCA_000747585___contig_1_fragment_7_996	VOG03321	1.5e-49	164.7
MP_BCQMy204___contig_1_fragment_5_474	VOG00404	1.6e-48	161.0
GCA_025728645___contig_1_fragment_4_377	VOG00404	1.6e-48	161.0
GCA_025728595___contig_14_5	VOG00404	1.6e-48	161.0
MP_BCQMy225___contig_1_fragment_5_474	VOG00404	1.6e-48	161.0
GCA_025728615___contig_9_20	VOG00404	9.9e-48	158.4
MP_BCQMy204___contig_1_fragment_11_1150	VOG00404	9.9e-48	158.4
MP_BCQMy225___contig_1_fragment_11_1152	VOG00404	9.9e-48	158.4
GCA_001047445___contig_9_fragment_1_1	VOG02574	2.4e-47	158.1
GCA_001047525___contig_5_fragment_1_58	VOG11084	3.7e-47	156.4
GCA_001047435___contig_4_fragment_1_58	VOG11084	3.7e-47	156.4
GCA_000747585___contig_1_fragment_8_1125	VOG11084	3.7e-47	156.4
MP_BCQMy225___contig_1_fragment_5_455	VOG10124	6.299999999999999e-46	153.3
MP_BCQMy204___contig_1_fragment_5_455	VOG10124	6.299999999999999e-46	153.3
GCA_001047515___contig_15_fragment_3_82	VOG10124	1.1999999999999998e-45	152.4
GCA_001047515___contig_15_fragment_3_95	VOG10294	1.9e-45	150.3
MP_BCQMy225___contig_1_fragment_14_1453	VOG00686	5.999999999999999e-45	150.7
MP_BCQMy204___contig_1_fragment_14_1451	VOG00686	1.6999999999999998e-44	149.2
GCA_025728615___contig_9_15	VOG11084	1.8000000000000002e-44	147.7
GCA_001047445___contig_9_fragment_4_287	VOG12515	9.5e-44	145.5
GCA_000747585___contig_1_fragment_7_999	VOG12515	9.5e-44	145.5
MP_BCQMy225___contig_1_fragment_11_1157	VOG11084	9.7e-44	145.3
MP_BCQMy204___contig_1_fragment_11_1155	VOG11084	9.7e-44	145.3
GCA_001047515___contig_15_fragment_3_133	VOG02574	5.4e-43	143.9
MP_BCQMy204___contig_1_fragment_14_1475	VOG22001	5.999999999999999e-43	141.4
GCA_001047515___contig_15_fragment_3_122	VOG21220	1.4999999999999998e-42	142.1
MP_BCQMy225___contig_1_fragment_1_61	VOG09023	1.3e-41	138.3
MP_BCQMy204___contig_1_fragment_1_61	VOG09023	1.3e-41	138.3
GCA_001047435___contig_4_fragment_1_71	VOG10124	1.7999999999999998e-41	138.8
GCA_001047525___contig_5_fragment_1_71	VOG10124	1.7999999999999998e-41	138.8
MP_BCQMy204___contig_1_fragment_14_1471	VOG00216	3.1e-41	138.2
GCA_000747585___contig_1_fragment_8_1137	VOG10124	3.5999999999999996e-41	137.8
MP_BCQMy225___contig_1_fragment_12_1207	VOG00149	1.1e-40	135.5
MP_BCQMy204___contig_1_fragment_12_1205	VOG00149	1.1e-40	135.5
GCA_001047515___contig_15_fragment_2_45	VOG00149	1.7e-40	135.0
GCA_000747585___contig_1_fragment_5_611	VOG00126	4.3e-40	134.5
MP_BCQMy204___contig_1_fragment_4_348	VOG00126	4.3e-40	134.5
MP_BCQMy225___contig_1_fragment_4_348	VOG00126	4.3e-40	134.5
MP_BCQMy225___contig_1_fragment_5_452	VOG03321	4.599999999999999e-40	133.7
MP_BCQMy204___contig_1_fragment_5_452	VOG03321	4.599999999999999e-40	133.7
GCA_000747585___contig_1_fragment_11_1460	VOG00149	1.8e-39	131.6
GCA_001047445___contig_9_fragment_1_3	VOG23062	2.2e-39	131.6
GCA_025728615___contig_9_40	VOG01075	2.3999999999999995e-39	131.4
MP_BCQMy204___contig_1_fragment_4_355	VOG00313	4.2e-39	131.1
MP_BCQMy225___contig_1_fragment_4_355	VOG00313	4.2e-39	131.1
GCA_000747585___contig_1_fragment_5_618	VOG00313	4.4999999999999994e-39	131.1
MP_BCQMy204___contig_1_fragment_3_313	VOG03165	5.799999999999999e-39	130.4
MP_BCQMy225___contig_1_fragment_3_313	VOG03165	5.799999999999999e-39	130.4
GCA_025728645___contig_10_10	VOG10286	7.899999999999999e-39	130.0
GCA_001047445___contig_9_fragment_1_2	VOG14094	1.5e-38	128.4
MP_BCQMy204___contig_1_fragment_14_1454	VOG02869	2.2e-38	128.9
MP_BCQMy204___contig_1_fragment_12_1216	VOG00385	2.3999999999999997e-38	128.1
MP_BCQMy225___contig_1_fragment_12_1218	VOG00385	2.3999999999999997e-38	128.1
MP_BCQMy225___contig_1_fragment_14_1456	VOG02869	3.3e-38	128.4
GCA_000747585___contig_1_fragment_11_1472	VOG00385	3.3999999999999997e-38	127.6
GCA_001047515___contig_15_fragment_2_33	VOG00385	3.3999999999999997e-38	127.6
GCA_001047515___contig_15_fragment_3_134	VOG14094	8.9e-38	125.9
MP_BCQMy204___contig_1_fragment_11_1142	VOG00236	1.9e-37	125.8
MP_BCQMy225___contig_1_fragment_11_1144	VOG00236	1.9e-37	125.8
GCA_025728615___contig_9_29	VOG00236	1.9e-37	125.8
GCA_025728595___contig_19_4	VOG00236	2e-37	125.7
MP_BCQMy204___contig_1_fragment_5_494	VOG01075	3.3000000000000002e-37	124.4
GCA_025728645___contig_1_fragment_4_358	VOG01075	3.3000000000000002e-37	124.4
MP_BCQMy225___contig_1_fragment_5_494	VOG01075	3.3000000000000002e-37	124.4
GCA_001047515___contig_15_fragment_3_127	VOG18935	1.1999999999999998e-36	122.8
GCA_001047435___contig_4_fragment_1_39	VOG03165	1.3e-36	122.7
GCA_001047525___contig_5_fragment_1_39	VOG03165	1.3e-36	122.7
GCA_000747585___contig_1_fragment_8_1105	VOG03165	1.3e-36	122.7
MP_BCQMy225___contig_1_fragment_11_1133	VOG01075	2e-36	121.8
GCA_001047435___contig_4_fragment_1_27	VOG01075	2e-36	121.8
MP_BCQMy204___contig_1_fragment_11_1131	VOG01075	2e-36	121.8
GCA_001047525___contig_5_fragment_1_27	VOG01075	2e-36	121.8
GCA_000747585___contig_1_fragment_8_1093	VOG01075	2e-36	121.8
GCA_025728645___contig_1_fragment_4_354	VOG18935	2.2999999999999996e-36	121.9
MP_BCQMy204___contig_1_fragment_5_498	VOG18935	2.2999999999999996e-36	121.9
MP_BCQMy225___contig_1_fragment_5_498	VOG18935	2.2999999999999996e-36	121.9
MP_BCQMy204___contig_1_fragment_3_288	VOG03321	2.6e-36	121.5
MP_BCQMy225___contig_1_fragment_3_288	VOG03321	2.6e-36	121.5
GCA_001047525___contig_5_fragment_1_81	VOG00385	2.6999999999999997e-36	121.2
GCA_000747585___contig_1_fragment_8_1147	VOG00385	2.6999999999999997e-36	121.2
GCA_001047435___contig_4_fragment_1_81	VOG00385	2.6999999999999997e-36	121.2
MP_BCQMy225___contig_1_fragment_5_458	VOG00572	4.4e-36	120.9
MP_BCQMy204___contig_1_fragment_5_458	VOG00572	4.4e-36	120.9
MP_BCQMy225___contig_1_fragment_11_1143	VOG03165	6.3e-36	120.5
MP_BCQMy204___contig_1_fragment_11_1141	VOG03165	6.3e-36	120.5
GCA_025728615___contig_9_30	VOG03165	6.3e-36	120.5
GCA_025728595___contig_19_3	VOG03165	6.3e-36	120.5
GCA_025728645___contig_1_fragment_4_369	VOG00236	8.9e-36	120.3
MP_BCQMy204___contig_1_fragment_5_483	VOG00236	8.9e-36	120.3
MP_BCQMy225___contig_1_fragment_5_483	VOG00236	8.9e-36	120.3
MP_BCQMy225___contig_1_fragment_11_1156	VOG09746	1.1999999999999998e-35	119.3
MP_BCQMy204___contig_1_fragment_11_1154	VOG09746	1.1999999999999998e-35	119.3
MP_BCQMy225___contig_1_fragment_14_1440	VOG21441	1.4e-35	118.9
MP_BCQMy204___contig_1_fragment_14_1438	VOG21441	1.8999999999999998e-35	118.4
GCA_000747585___contig_1_fragment_8_1089	VOG18935	2.3e-35	118.6
MP_BCQMy225___contig_1_fragment_11_1129	VOG18935	2.3e-35	118.6
MP_BCQMy204___contig_1_fragment_12_1203	VOG01394	2.3e-35	118.3
GCA_000747585___contig_1_fragment_11_1458	VOG01394	2.3e-35	118.3
GCA_001047515___contig_15_fragment_2_47	VOG01394	2.3e-35	118.3
MP_BCQMy204___contig_1_fragment_11_1127	VOG18935	2.3e-35	118.6
GCA_001047525___contig_5_fragment_1_23	VOG18935	2.3e-35	118.6
GCA_001047435___contig_4_fragment_1_23	VOG18935	2.3e-35	118.6
MP_BCQMy225___contig_1_fragment_12_1205	VOG01394	2.3e-35	118.3
GCA_025728615___contig_9_44	VOG18935	2.3999999999999996e-35	118.5
GCA_025728615___contig_9_16	VOG09746	3.5e-35	117.8
MP_BCQMy225___contig_1_fragment_5_470	VOG00690	3.9e-35	117.9
GCA_001047515___contig_15_fragment_2_49	VOG00097	3.9e-35	118.0
GCA_025728595___contig_14_9	VOG00690	3.9e-35	117.9
GCA_000747585___contig_1_fragment_11_1456	VOG00097	3.9e-35	118.0
MP_BCQMy204___contig_1_fragment_5_470	VOG00690	3.9e-35	117.9
GCA_025728645___contig_1_fragment_4_381	VOG00690	3.9e-35	117.9
MP_BCQMy204___contig_1_fragment_3_321	VOG02333	6.799999999999999e-35	117.1
MP_BCQMy225___contig_1_fragment_3_321	VOG02333	6.799999999999999e-35	117.1
MP_BCQMy204___contig_1_fragment_12_1201	VOG00097	6.9e-35	117.2
MP_BCQMy225___contig_1_fragment_12_1203	VOG00097	6.9e-35	117.2
MP_BCQMy204___contig_1_fragment_3_314	VOG00633	1.1000000000000002e-34	116.8
MP_BCQMy225___contig_1_fragment_3_314	VOG00633	1.1000000000000002e-34	116.8
MP_BCQMy225___contig_1_fragment_5_462	VOG00572	1.6e-34	115.8
MP_BCQMy204___contig_1_fragment_5_462	VOG00572	1.6e-34	115.8
GCA_001047435___contig_4_fragment_1_40	VOG00236	2.1e-34	115.8
GCA_000747585___contig_1_fragment_8_1106	VOG00236	2.1e-34	115.8
GCA_001047525___contig_5_fragment_1_40	VOG00236	2.1e-34	115.8
MP_BCQMy204___contig_1_fragment_4_354	VOG14097	2.2000000000000003e-34	115.0
MP_BCQMy225___contig_1_fragment_4_354	VOG14097	2.2000000000000003e-34	115.0
GCA_000747585___contig_1_fragment_5_617	VOG14097	2.2000000000000003e-34	115.0
GCA_000747585___contig_1_fragment_15_1690	VOG01181	2.4e-34	115.7
GCA_025728645___contig_10_18	VOG00520	2.7e-34	115.1
GCA_001047435___contig_4_fragment_1_55	VOG21431	7.699999999999999e-34	113.3
GCA_001047525___contig_5_fragment_1_55	VOG21431	7.699999999999999e-34	113.3
GCA_000747585___contig_1_fragment_8_1122	VOG21431	7.699999999999999e-34	113.3
GCA_001047525___contig_5_fragment_1_42	VOG04497	1.7e-33	112.4
GCA_001047435___contig_4_fragment_1_42	VOG04497	1.7e-33	112.4
GCA_000747585___contig_1_fragment_8_1108	VOG04497	1.7e-33	112.4
GCA_001047515___contig_15_fragment_3_88	VOG00690	2.7e-33	111.9
GCA_025728615___contig_9_21	VOG01162	1.1e-32	109.4
MP_BCQMy225___contig_1_fragment_11_1151	VOG01162	1.1e-32	109.4
MP_BCQMy204___contig_1_fragment_11_1149	VOG01162	1.1e-32	109.4
MP_BCQMy204___contig_1_fragment_5_475	VOG01162	1.3e-32	109.2
MP_BCQMy225___contig_1_fragment_5_475	VOG01162	1.3e-32	109.2
GCA_025728595___contig_14_4	VOG01162	1.3e-32	109.2
GCA_025728645___contig_1_fragment_4_376	VOG01162	1.3e-32	109.2
MP_BCQMy225___contig_1_fragment_15_1528	VOG01127	1.5e-32	108.5
MP_BCQMy204___contig_1_fragment_15_1531	VOG01127	1.5e-32	108.5
MP_BCQMy225___contig_1_fragment_14_1458	VOG17047	3.2e-32	106.5
MP_BCQMy225___contig_1_fragment_11_1137	VOG01397	3.2999999999999997e-32	107.9
MP_BCQMy204___contig_1_fragment_11_1135	VOG01397	3.2999999999999997e-32	107.9
GCA_025728645___contig_1_fragment_4_342	VOG11403	3.6e-32	107.7
GCA_001047515___contig_15_fragment_3_115	VOG01375	5.4e-32	106.4
GCA_001047515___contig_15_fragment_3_89	VOG00232	1.1e-31	106.0
GCA_001047515___contig_15_fragment_3_121	VOG10276	1.5999999999999999e-31	105.8
GCA_001047525___contig_5_fragment_1_49	VOG00065	2.1e-31	104.7
GCA_001047515___contig_15_fragment_3_99	VOG00065	2.1e-31	104.7
GCA_001047435___contig_4_fragment_1_49	VOG00065	2.1e-31	104.7
GCA_000747585___contig_1_fragment_8_1115	VOG00065	2.8e-31	104.3
GCA_001047525___contig_5_fragment_1_56	VOG00232	3.3999999999999997e-31	104.4
GCA_001047435___contig_4_fragment_1_56	VOG00232	3.3999999999999997e-31	104.4
GCA_001047525___contig_5_fragment_1_57	VOG09746	3.3999999999999997e-31	104.8
GCA_001047435___contig_4_fragment_1_57	VOG09746	3.3999999999999997e-31	104.8
GCA_000747585___contig_1_fragment_8_1124	VOG09746	3.3999999999999997e-31	104.8
GCA_000747585___contig_1_fragment_8_1123	VOG00232	3.3999999999999997e-31	104.4
MP_BCQMy225___contig_1_fragment_11_1155	VOG00232	7.6e-31	103.3
MP_BCQMy204___contig_1_fragment_11_1153	VOG00232	7.6e-31	103.3
GCA_025728615___contig_9_17	VOG00232	7.6e-31	103.3
GCA_025728645___contig_1_fragment_4_362	VOG01397	9.299999999999999e-31	103.2
MP_BCQMy225___contig_1_fragment_5_490	VOG01397	9.299999999999999e-31	103.2
MP_BCQMy204___contig_1_fragment_5_490	VOG01397	9.299999999999999e-31	103.2
MP_BCQMy204___contig_1_fragment_5_471	VOG00232	1.7e-30	102.1
GCA_025728645___contig_1_fragment_4_380	VOG00232	1.7e-30	102.1
GCA_025728595___contig_14_8	VOG00232	1.7e-30	102.1
MP_BCQMy225___contig_1_fragment_5_471	VOG00232	1.7e-30	102.1
GCA_001047515___contig_15_fragment_3_116	VOG00870	1.8e-30	101.7
MP_BCQMy204___contig_1_fragment_14_1474	VOG03500	2.6e-30	101.5
MP_BCQMy225___contig_1_fragment_14_1467	VOG17043	4.0999999999999996e-30	101.1
MP_BCQMy204___contig_1_fragment_11_1172	VOG00572	7e-30	100.6
MP_BCQMy225___contig_1_fragment_11_1174	VOG00572	7e-30	100.6
GCA_025728615___contig_9_36	VOG01397	1.4999999999999998e-29	99.2
MP_BCQMy204___contig_1_fragment_8_933	VOG07964	1.8000000000000002e-29	99.0
GCA_000747585___contig_1_fragment_9_1227	VOG07964	1.8000000000000002e-29	99.0
GCA_001047445___contig_9_fragment_5_445	VOG07964	1.8000000000000002e-29	99.0
MP_BCQMy225___contig_1_fragment_8_933	VOG07964	1.8000000000000002e-29	99.0
MP_BCQMy225___contig_1_fragment_3_301	VOG00519	2.5e-29	99.0
MP_BCQMy204___contig_1_fragment_3_301	VOG00519	2.5e-29	99.0
MP_BCQMy204___contig_1_fragment_5_495	VOG00452	2.8999999999999997e-29	98.6
GCA_025728645___contig_1_fragment_4_357	VOG00452	2.8999999999999997e-29	98.6
MP_BCQMy225___contig_1_fragment_5_495	VOG00452	2.8999999999999997e-29	98.6
GCA_001047515___contig_15_fragment_3_102	VOG02869	4.9000000000000004e-29	98.5
GCA_000747585___contig_1_fragment_14_1596	VOG09038	5e-29	97.1
GCA_001047435___contig_4_fragment_1_41	VOG04497	5.7e-29	97.7
GCA_001047525___contig_5_fragment_1_41	VOG04497	5.7e-29	97.7
MP_BCQMy204___contig_1_fragment_5_453	VOG20253	6.7e-29	96.9
MP_BCQMy225___contig_1_fragment_5_453	VOG20253	6.7e-29	96.9
GCA_000747585___contig_1_fragment_8_1139	VOG20253	6.9e-29	96.8
GCA_001047435___contig_4_fragment_1_73	VOG20253	7.4e-29	96.8
GCA_001047525___contig_5_fragment_1_73	VOG20253	7.4e-29	96.8
GCA_001047435___contig_4_fragment_1_26	VOG00452	7.499999999999999e-29	97.3
GCA_000747585___contig_1_fragment_8_1092	VOG00452	7.499999999999999e-29	97.3
MP_BCQMy204___contig_1_fragment_11_1130	VOG00452	7.499999999999999e-29	97.3
MP_BCQMy225___contig_1_fragment_11_1132	VOG00452	7.499999999999999e-29	97.3
GCA_001047525___contig_5_fragment_1_26	VOG00452	7.499999999999999e-29	97.3
MP_BCQMy225___contig_1_fragment_12_1204	VOG02632	1.1e-28	96.2
MP_BCQMy204___contig_1_fragment_12_1202	VOG02632	1.1e-28	96.2
GCA_025728645___contig_1_fragment_4_368	VOG03165	1.1999999999999999e-28	96.6
MP_BCQMy204___contig_1_fragment_5_484	VOG03165	1.1999999999999999e-28	96.6
MP_BCQMy225___contig_1_fragment_5_484	VOG03165	1.1999999999999999e-28	96.6
GCA_025728615___contig_9_41	VOG00452	1.3000000000000002e-28	96.5
MP_BCQMy225___contig_1_fragment_14_1445	VOG03436	3.3999999999999996e-28	94.9
