protein	id	evalue	score
GCA_001047435___contig_7_146	K02071	7.499999999999997e-153	508.7
GCA_001047595___contig_10_205	K02071	7.499999999999997e-153	508.7
GCA_001047545___contig_10_146	K02071	7.499999999999997e-153	508.7
GCA_014202715___contig_2_249	K02071	7.499999999999997e-153	508.7
GCA_025728695___contig_81_26	K06131	1.0999999999999997e-152	508.1
GCA_003966875___contig_1_971	K06131	1.0999999999999997e-152	508.1
GCA_003966875___contig_1_1169	K15580	4.799999999999998e-152	506.4
GCA_025728595___contig_65_27	K15580	4.799999999999998e-152	506.4
GCA_025728645___contig_35_31	K15580	4.799999999999998e-152	506.4
GCA_001047515___contig_11_335	K06131	4.899999999999999e-152	506.0
GCA_003966875___contig_1_1434	K02761	5.499999999999999e-152	505.5
GCA_025728645___contig_21_55	K02761	5.499999999999999e-152	505.5
GCA_001047515___contig_11_484	K03856	5.599999999999998e-152	505.4
GCA_001047515___contig_10_224	K01223	9.999999999999998e-152	504.1
GCA_003966875___contig_1_1331	K12999	1.2999999999999997e-151	502.3
GCA_025728645___contig_21_158	K12999	1.2999999999999997e-151	502.3
GCA_001047515___contig_11_131	K15580	1.5999999999999998e-151	504.7
GCA_014202715___contig_2_425	K01589	2.2999999999999993e-151	503.5
GCA_003966875___contig_1_571	K01589	2.2999999999999993e-151	503.5
GCA_001047595___contig_10_26	K01589	2.2999999999999993e-151	503.5
GCA_001047545___contig_10_27	K01589	2.2999999999999993e-151	503.5
GCA_001047435___contig_7_27	K01589	2.2999999999999993e-151	503.5
GCA_001047515___contig_10_207	K02082	2.399999999999999e-151	503.1
GCA_001047515___contig_10_314	K12999	2.499999999999999e-151	501.5
GCA_003966875___contig_1_1412	K02082	2.7999999999999994e-151	502.9
GCA_025728645___contig_21_77	K02082	2.7999999999999994e-151	502.9
GCA_025728645___contig_21_179	K00525	1.1999999999999997e-150	501.6
GCA_003966875___contig_1_1310	K00525	1.1999999999999997e-150	501.6
GCA_003966875___contig_1_325	K15580	5.199999999999998e-150	499.7
GCA_014202715___contig_2_434	K01933	5.799999999999997e-150	499.3
GCA_001047595___contig_10_17	K01933	5.799999999999997e-150	499.3
GCA_003966875___contig_1_1075	K01710	5.899999999999999e-150	498.9
GCA_001047595___contig_10_382	K15580	6.099999999999999e-150	499.4
GCA_014202715___contig_2_74	K15580	6.099999999999999e-150	499.4
GCA_001047515___contig_10_341	K00525	6.599999999999998e-150	499.1
GCA_001047545___contig_10_320	K15580	7.599999999999999e-150	499.1
GCA_001047525___contig_8_112	K15580	7.599999999999999e-150	499.1
GCA_025728645___contig_21_93	K15580	8.699999999999997e-150	498.9
GCA_003966875___contig_1_1396	K15580	8.699999999999997e-150	498.9
GCA_001047435___contig_7_17	K01933	9.499999999999999e-150	498.5
GCA_001047545___contig_10_17	K01933	9.499999999999999e-150	498.5
GCA_001047515___contig_10_231	K15580	1.1999999999999996e-149	498.5
GCA_001047515___contig_11_361	K00627	1.1999999999999996e-149	498.6
GCA_003966875___contig_1_1008	K00134	1.2999999999999998e-149	498.1
GCA_001047515___contig_11_294	K00134	1.2999999999999998e-149	498.1
GCA_025728635___contig_39_167	K03076	1.4999999999999996e-149	497.1
GCA_003966875___contig_1_140	K03076	1.4999999999999996e-149	497.1
GCA_001047515___contig_11_229	K01710	1.6999999999999995e-149	497.3
GCA_003966875___contig_1_529	K01686	8.399999999999997e-149	494.2
GCA_001047395___contig_4_16	K02103	1.8999999999999994e-148	492.9
GCA_001047545___contig_7_170	K02103	1.8999999999999994e-148	492.9
GCA_003966875___contig_1_713	K02103	1.8999999999999994e-148	492.9
GCA_003966875___contig_1_1387	K12554	3.399999999999999e-148	492.5
GCA_025728645___contig_21_102	K12554	3.399999999999999e-148	492.5
GCA_003966875___contig_1_561	K00975	4.799999999999999e-148	492.5
GCA_001047545___contig_10_73	K01686	6.999999999999999e-148	491.2
GCA_001047435___contig_7_74	K01686	6.999999999999999e-148	491.2
GCA_001047395___contig_5_30	K06217	9.499999999999998e-148	492.1
GCA_003966875___contig_1_556	K06607	9.999999999999997e-148	489.5
GCA_025728645___contig_21_130	K01198	1.0999999999999999e-147	492.2
GCA_003966875___contig_1_1359	K01198	1.0999999999999999e-147	492.2
GCA_025728635___contig_2_39	K06217	1.3999999999999997e-147	491.5
GCA_003966875___contig_1_677	K06217	1.3999999999999997e-147	491.5
GCA_001047515___contig_10_240	K12554	1.3999999999999997e-147	490.5
GCA_003966875___contig_1_1088	K02761	2.7999999999999995e-147	490.0
GCA_001047545___contig_10_37	K00975	3.999999999999999e-147	489.4
GCA_001047595___contig_10_36	K00975	3.999999999999999e-147	489.4
GCA_014202715___contig_2_415	K00975	3.999999999999999e-147	489.4
GCA_001047435___contig_7_37	K00975	3.999999999999999e-147	489.4
GCA_001047595___contig_10_132	K01686	5.999999999999998e-147	488.1
GCA_014202715___contig_2_321	K01686	5.999999999999998e-147	488.1
GCA_025728595___contig_65_22	K10823	9.899999999999999e-147	487.5
GCA_025728645___contig_35_26	K10823	9.899999999999999e-147	487.5
GCA_003966875___contig_1_1164	K10823	9.899999999999999e-147	487.5
GCA_001047595___contig_10_42	K06607	1.3e-146	485.9
GCA_001047545___contig_10_43	K06607	1.3e-146	485.9
GCA_001047435___contig_7_43	K06607	1.3e-146	485.9
GCA_014202715___contig_2_409	K06607	1.3e-146	485.9
GCA_003966875___contig_1_906	K10188	1.5999999999999995e-146	486.8
GCA_003966875___contig_1_756	K02316	1.7999999999999997e-146	488.2
GCA_001047515___contig_11_136	K10823	3.899999999999999e-146	485.6
GCA_003966875___contig_1_1220	K19510	1.1999999999999995e-145	483.3
GCA_025728645___contig_35_82	K19510	1.1999999999999995e-145	483.3
GCA_025728595___contig_65_79	K19510	1.1999999999999995e-145	483.3
GCA_003966875___contig_1_303	K03699	1.2999999999999996e-145	484.8
GCA_001047545___contig_7_127	K02316	2.1999999999999993e-145	484.6
GCA_003966875___contig_1_960	K00057	2.5999999999999992e-145	483.3
GCA_025728695___contig_81_15	K00057	2.5999999999999992e-145	483.3
GCA_001047515___contig_11_346	K00057	5.9999999999999984e-145	482.2
GCA_001047595___contig_10_406	K03699	6.199999999999998e-145	482.6
GCA_025728645___contig_21_12	K07106	1.1999999999999997e-144	481.4
GCA_003966875___contig_1_1476	K07106	1.1999999999999997e-144	481.4
GCA_003966875___contig_1_297	K03215	1.2999999999999995e-144	481.6
GCA_001047515___contig_11_77	K19510	1.5999999999999996e-144	479.6
GCA_003966875___contig_1_749	K17828	2.1999999999999998e-144	480.2
GCA_001047515___contig_10_132	K07106	2.799999999999999e-144	480.2
GCA_014202715___contig_2_51	K03699	2.799999999999999e-144	480.4
GCA_001047545___contig_10_343	K03699	2.799999999999999e-144	480.4
GCA_001047525___contig_8_135	K03699	2.799999999999999e-144	480.4
GCA_001047545___contig_7_134	K17828	4.999999999999999e-144	479.0
GCA_003966875___contig_1_419	K03581	6.199999999999999e-144	479.7
GCA_025728695___contig_82_64	K03581	6.199999999999999e-144	479.7
GCA_001047515___contig_10_308	K15524	6.999999999999999e-144	479.5
GCA_001047515___contig_10_208	K01635	7.699999999999998e-144	477.2
GCA_003966875___contig_1_695	K01881	1.1999999999999997e-143	478.1
GCA_025728635___contig_2_57	K01881	1.1999999999999997e-143	478.1
GCA_001047395___contig_5_12	K01881	1.6999999999999995e-143	477.7
GCA_003966875___contig_1_385	K01929	1.9999999999999992e-143	477.6
GCA_025728695___contig_82_31	K01929	1.9999999999999992e-143	477.6
GCA_003966875___contig_1_1519	K08303	2.299999999999999e-143	477.2
GCA_003966875___contig_1_1105	K01925	2.3999999999999994e-143	477.0
GCA_001047525___contig_8_4	K03581	4.399999999999999e-143	476.9
GCA_001047545___contig_10_212	K03581	4.399999999999999e-143	476.9
GCA_001047595___contig_10_271	K03581	4.399999999999999e-143	476.9
GCA_014202715___contig_2_184	K03581	4.399999999999999e-143	476.9
MP_BC9___contig_2_12	K02532	7.499999999999998e-143	474.5
GCA_025728645___contig_21_78	K01635	8.099999999999998e-143	473.8
GCA_003966875___contig_1_1411	K01635	8.099999999999998e-143	473.8
GCA_001047515___contig_11_216	K02761	8.899999999999998e-143	475.1
GCA_001047515___contig_10_86	K08303	1.5999999999999994e-142	474.4
GCA_001047515___contig_11_197	K01925	2.1999999999999994e-142	473.7
GCA_001047515___contig_10_271	K15532	2.799999999999999e-142	474.1
GCA_003966875___contig_1_1363	K15532	3.399999999999999e-142	473.9
GCA_025728645___contig_21_126	K15532	3.399999999999999e-142	473.9
GCA_025728645___contig_21_42	K01635	3.7e-142	471.7
GCA_001047515___contig_10_167	K01635	3.7e-142	471.7
GCA_003966875___contig_1_1447	K01635	7.299999999999997e-142	470.7
GCA_025728635___contig_39_6	K06942	9.899999999999996e-142	472.4
GCA_003966875___contig_1_1529	K06942	9.899999999999996e-142	472.4
GCA_001047515___contig_11_281	K04487	1.1999999999999996e-141	471.5
GCA_001047545___contig_7_117	K07462	1.3999999999999998e-141	471.9
GCA_003966875___contig_1_1021	K04487	1.3999999999999998e-141	471.2
GCA_003966875___contig_1_616	K02761	1.4999999999999996e-141	471.1
GCA_003966875___contig_1_1231	K03740	2.899999999999999e-141	470.7
GCA_025728645___contig_35_93	K03740	2.899999999999999e-141	470.7
GCA_025728595___contig_65_90	K03740	2.899999999999999e-141	470.7
GCA_001047515___contig_10_102	K12554	3.699999999999999e-141	469.3
GCA_003966875___contig_1_1503	K12554	3.699999999999999e-141	469.3
GCA_003966875___contig_1_366	K07139	3.999999999999999e-141	469.4
GCA_025728695___contig_82_12	K07139	3.999999999999999e-141	469.4
GCA_003966875___contig_1_1221	K19504	4.7999999999999985e-141	467.8
GCA_025728595___contig_65_80	K19504	4.7999999999999985e-141	467.8
GCA_025728645___contig_35_83	K19504	4.7999999999999985e-141	467.8
GCA_025728635___contig_39_103	K00865	7.199999999999999e-141	468.9
GCA_003966875___contig_1_75	K00865	7.199999999999999e-141	468.9
GCA_001047525___contig_8_42	K01929	7.699999999999999e-141	469.0
GCA_001047595___contig_10_310	K01929	7.699999999999999e-141	469.0
GCA_001047545___contig_10_250	K01929	7.699999999999999e-141	469.0
GCA_014202715___contig_2_145	K01929	7.799999999999998e-141	469.0
GCA_001047515___contig_11_403	K10188	7.999999999999998e-141	468.0
GCA_003966875___contig_1_644	K01409	7.999999999999998e-141	468.7
GCA_001047515___contig_10_100	K03110	9.999999999999998e-141	467.5
GCA_001047515___contig_11_64	K03740	1.2999999999999997e-140	468.6
MP_BC9___contig_2_87	K03292	1.5999999999999996e-140	467.5
GCA_001047515___contig_11_76	K19504	1.6999999999999993e-140	466.0
GCA_003966875___contig_1_1505	K03110	1.6999999999999993e-140	466.8
GCA_025728635___contig_2_6	K01409	1.8999999999999995e-140	467.4
MP_BC9___contig_2_18	K00027	2.1999999999999995e-140	468.0
GCA_009731445___contig_2_21	K00027	2.1999999999999995e-140	468.0
GCA_009731445___contig_2_87	K03292	3.5999999999999996e-140	466.4
GCA_001047515___contig_11_287	K06941	4.499999999999998e-140	465.6
GCA_003966875___contig_1_1015	K06941	9.999999999999998e-140	464.5
GCA_001047515___contig_11_439	K07444	1.5999999999999996e-139	464.7
GCA_001047395___contig_5_63	K01409	1.8999999999999993e-139	464.1
GCA_003966875___contig_1_1253	K00849	2.2999999999999994e-139	463.3
GCA_025728645___contig_35_115	K00849	2.2999999999999994e-139	463.3
GCA_014202715___contig_2_125	K07139	3.399999999999999e-139	463.0
GCA_001047595___contig_10_330	K07139	3.399999999999999e-139	463.0
GCA_001047545___contig_10_270	K07139	3.399999999999999e-139	463.0
GCA_001047525___contig_8_62	K07139	3.399999999999999e-139	463.0
GCA_003966875___contig_1_871	K07444	4.199999999999999e-139	463.3
MP_BC9___contig_2_13	K02532	4.199999999999999e-139	462.1
GCA_003966875___contig_1_351	K19117	4.599999999999999e-139	463.2
GCA_001047545___contig_10_289	K19117	6.499999999999998e-139	462.7
GCA_001047595___contig_10_349	K19117	6.499999999999998e-139	462.7
GCA_014202715___contig_2_106	K19117	6.499999999999998e-139	462.7
GCA_001047525___contig_8_81	K19117	6.499999999999998e-139	462.7
GCA_003966875___contig_1_1418	K18581	1.0999999999999998e-138	461.4
GCA_025728645___contig_21_71	K18581	1.0999999999999998e-138	461.4
MP_BC9___contig_2_112	K06956	1.5999999999999997e-138	460.3
GCA_003966875___contig_1_221	K01777	3.499999999999999e-138	458.6
GCA_003966875___contig_1_1009	K05311	4.199999999999999e-138	458.1
GCA_001047515___contig_11_293	K05311	5.1999999999999993e-138	457.7
GCA_009731445___contig_2_117	K06956	6.899999999999999e-138	458.2
GCA_001047515___contig_10_49	K01777	7.4e-138	457.5
GCA_001047395___contig_5_9	K03722	1.7999999999999996e-137	458.4
GCA_003966875___contig_1_742	K02824	3.499999999999999e-137	456.3
GCA_025728635___contig_2_60	K03722	4.499999999999999e-137	457.1
GCA_025728635___contig_2_63	K01924	6.199999999999999e-137	456.0
GCA_001047515___contig_11_487	K00800	7.899999999999997e-137	455.9
GCA_025728695___contig_56_5	K00865	7.899999999999997e-137	455.6
GCA_001047395___contig_5_6	K01924	8.999999999999998e-137	455.5
GCA_003966875___contig_1_703	K01924	9.299999999999998e-137	455.5
GCA_001047515___contig_10_200	K18581	2.7999999999999993e-136	453.4
GCA_001047545___contig_7_4	K00611	2.999999999999999e-136	453.4
GCA_003966875___contig_1_803	K00611	2.999999999999999e-136	453.4
GCA_003966875___contig_1_825	K00800	3.899999999999999e-136	453.6
GCA_003966875___contig_1_1102	K03590	9.299999999999999e-136	452.0
GCA_025728635___contig_39_194	K11754	1.0999999999999998e-135	452.0
GCA_003966875___contig_1_167	K11754	1.0999999999999998e-135	452.0
GCA_001047515___contig_11_508	K00611	1.5999999999999997e-135	451.0
GCA_003966875___contig_1_1069	K09691	1.6999999999999993e-135	451.9
GCA_001047515___contig_11_234	K09691	1.6999999999999993e-135	451.9
GCA_001047515___contig_11_118	K02028	2.0999999999999994e-135	450.5
GCA_003966875___contig_1_761	K00134	2.1999999999999997e-135	451.0
GCA_001047515___contig_11_200	K03590	2.5999999999999994e-135	450.5
GCA_025728635___contig_39_188	K04487	3.599999999999999e-135	450.0
GCA_003966875___contig_1_161	K04487	3.599999999999999e-135	450.0
GCA_025728595___contig_65_40	K02028	3.899999999999999e-135	449.6
GCA_025728645___contig_35_43	K02028	3.899999999999999e-135	449.6
GCA_003966875___contig_1_1181	K02028	3.899999999999999e-135	449.6
GCA_025728645___contig_35_58	K02028	5.4999999999999987e-135	449.1
GCA_025728595___contig_65_55	K02028	5.4999999999999987e-135	449.1
GCA_003966875___contig_1_1196	K02028	5.4999999999999987e-135	449.1
GCA_003966875___contig_1_1280	K01963	6.299999999999998e-135	449.8
GCA_003966875___contig_1_1299	K21567	6.399999999999999e-135	447.9
GCA_025728645___contig_21_190	K21567	6.399999999999999e-135	447.9
GCA_001047515___contig_11_14	K01963	1.0999999999999997e-134	449.1
GCA_003966875___contig_1_1279	K01962	1.1999999999999996e-134	448.9
GCA_001047515___contig_11_15	K01962	1.1999999999999996e-134	448.9
GCA_001047545___contig_7_122	K00134	1.7999999999999997e-134	448.0
GCA_001047515___contig_11_102	K02028	2.1999999999999995e-134	447.1
GCA_003966875___contig_1_202	K00867	3.9999999999999987e-134	445.7
GCA_001047515___contig_10_30	K00867	4.599999999999999e-134	445.5
GCA_003966875___contig_1_1222	K19509	4.799999999999998e-134	444.4
GCA_025728595___contig_65_81	K19509	4.799999999999998e-134	444.4
GCA_025728645___contig_35_84	K19509	4.799999999999998e-134	444.4
GCA_003966875___contig_1_339	K01815	4.999999999999999e-134	444.1
GCA_025728635___contig_2_43	K03595	5.699999999999999e-134	445.9
GCA_003966875___contig_1_225	K03500	5.899999999999998e-134	446.8
GCA_001047515___contig_10_353	K21567	8.299999999999998e-134	444.3
GCA_001047395___contig_5_26	K03595	1.0999999999999996e-133	444.9
GCA_001047545___contig_10_304	K01815	1.1999999999999998e-133	442.9
GCA_001047525___contig_8_96	K01815	1.1999999999999998e-133	442.9
GCA_001047595___contig_10_365	K01815	1.1999999999999998e-133	442.9
GCA_014202715___contig_2_91	K01815	1.1999999999999998e-133	442.9
GCA_003966875___contig_1_768	K08317	1.5999999999999995e-133	443.3
GCA_003966875___contig_1_745	K01465	1.9999999999999997e-133	444.5
GCA_003966875___contig_1_681	K03595	2.0999999999999993e-133	444.0
GCA_003966875___contig_1_1109	K03438	2.3999999999999996e-133	443.9
GCA_025728645___contig_21_30	K16210	3.0999999999999994e-133	443.2
GCA_003966875___contig_1_1459	K16210	3.0999999999999994e-133	443.2
GCA_001047545___contig_7_113	K08317	3.199999999999999e-133	442.4
GCA_001047515___contig_10_53	K03500	3.2999999999999993e-133	444.4
GCA_001047515___contig_11_486	K01736	3.499999999999999e-133	443.8
GCA_001047545___contig_10_347	K03575	6.499999999999999e-133	443.1
GCA_001047525___contig_8_174	K03545	6.6999999999999986e-133	442.7
GCA_001047595___contig_10_445	K03545	6.6999999999999986e-133	442.7
GCA_001047545___contig_10_382	K03545	6.6999999999999986e-133	442.7
GCA_014202715___contig_2_12	K03545	6.6999999999999986e-133	442.7
GCA_003966875___contig_1_235	K03621	6.799999999999998e-133	442.0
GCA_001047515___contig_11_193	K03438	7.499999999999997e-133	442.2
GCA_014202715___contig_2_47	K03575	8.799999999999997e-133	442.6
GCA_001047595___contig_10_410	K03575	8.799999999999997e-133	442.6
GCA_003966875___contig_1_884	K06885	1.1999999999999996e-132	441.9
GCA_009731445___contig_2_116	K07085	1.4999999999999994e-132	441.3
GCA_001047525___contig_8_139	K03575	1.5999999999999998e-132	441.8
MP_BC9___contig_2_111	K07085	1.8999999999999992e-132	441.0
GCA_003966875___contig_1_299	K03575	3.0999999999999995e-132	440.8
GCA_001047515___contig_11_75	K19509	3.1999999999999996e-132	438.4
GCA_001047515___contig_11_425	K06885	3.299999999999999e-132	440.5
GCA_001047515___contig_10_260	K01866	3.3999999999999986e-132	440.7
GCA_001047515___contig_10_63	K03621	3.699999999999999e-132	439.6
GCA_025728645___contig_35_47	K03092	5.2999999999999984e-132	439.5
GCA_025728595___contig_65_44	K03092	5.2999999999999984e-132	439.5
GCA_003966875___contig_1_1185	K03092	5.2999999999999984e-132	439.5
GCA_003966875___contig_1_1365	K17319	5.599999999999998e-132	438.4
GCA_025728645___contig_21_124	K17319	5.599999999999998e-132	438.4
GCA_003966875___contig_1_826	K01736	6.899999999999999e-132	439.5
GCA_025728695___contig_81_2	K11381	7.099999999999997e-132	439.8
GCA_003966875___contig_1_947	K11381	7.099999999999997e-132	439.8
GCA_003966875___contig_1_1143	K13788	7.599999999999997e-132	439.8
GCA_003966875___contig_1_266	K03545	7.699999999999999e-132	439.2
GCA_003966875___contig_1_1373	K01866	1.3999999999999997e-131	438.7
GCA_025728645___contig_21_116	K01866	1.3999999999999997e-131	438.7
GCA_001047545___contig_7_138	K01465	1.7999999999999995e-131	438.0
GCA_001047515___contig_10_269	K17319	2.299999999999999e-131	436.3
GCA_025728645___contig_35_92	K00574	3.1999999999999995e-131	437.2
GCA_003966875___contig_1_1230	K00574	3.1999999999999995e-131	437.2
MP_BC9___contig_2_36	K15771	3.399999999999999e-131	436.9
MP_BC9___contig_2_60	K15771	3.399999999999999e-131	436.9
GCA_025728695___contig_96_12	K15771	3.399999999999999e-131	436.9
GCA_025728645___contig_35_102	K02346	3.699999999999999e-131	437.0
GCA_001047515___contig_11_56	K02346	3.699999999999999e-131	437.0
GCA_003966875___contig_1_1240	K02346	3.699999999999999e-131	437.0
GCA_025728595___contig_65_89	K00574	4.899999999999998e-131	436.6
GCA_001047515___contig_11_65	K00574	4.899999999999998e-131	436.6
GCA_001047515___contig_11_158	K13788	6.899999999999998e-131	436.7
GCA_003966875___contig_1_792	K15986	1.0999999999999997e-130	433.8
GCA_001047515___contig_11_360	K11381	1.3999999999999995e-130	435.5
GCA_001047515___contig_11_521	K15986	1.6999999999999996e-130	433.2
GCA_001047545___contig_7_87	K15986	1.6999999999999996e-130	433.2
GCA_001047515___contig_11_474	K02945	2.799999999999999e-130	434.3
GCA_003966875___contig_1_838	K02945	7.299999999999997e-130	433.0
GCA_001047515___contig_10_172	K00854	1.6999999999999997e-129	431.7
GCA_001047545___contig_10_135	K01153	1.7999999999999994e-129	432.4
GCA_001047435___contig_7_135	K01153	1.7999999999999994e-129	432.4
GCA_014202715___contig_2_260	K01153	1.8999999999999996e-129	432.4
GCA_001047515___contig_11_339	K02036	3.199999999999999e-129	429.0
GCA_025728695___contig_81_22	K02036	4.2999999999999985e-129	428.6
GCA_003966875___contig_1_967	K02036	4.2999999999999985e-129	428.6
GCA_003966875___contig_1_24	K01190	5.199999999999999e-129	430.6
GCA_025728635___contig_39_52	K01190	5.199999999999999e-129	430.6
GCA_009731445___contig_2_58	K15771	5.999999999999998e-129	429.5
GCA_001047595___contig_3_3	K15771	5.999999999999998e-129	429.5
GCA_001047595___contig_3_20	K15771	5.999999999999998e-129	429.5
GCA_009731445___contig_2_40	K15771	5.999999999999998e-129	429.5
GCA_003966875___contig_1_528	K00040	9.999999999999997e-129	428.7
GCA_014202715___contig_2_148	K01775	1.1999999999999997e-128	428.6
GCA_001047595___contig_10_307	K01775	1.1999999999999997e-128	428.6
GCA_001047525___contig_8_39	K01775	1.1999999999999997e-128	428.6
GCA_003966875___contig_1_388	K01775	1.1999999999999997e-128	428.6
GCA_025728695___contig_82_34	K01775	1.1999999999999997e-128	428.6
GCA_001047545___contig_10_247	K01775	1.1999999999999997e-128	428.6
GCA_001047515___contig_10_276	K01198	1.8999999999999993e-128	428.6
GCA_003966875___contig_1_1167	K15581	2.6999999999999995e-128	426.6
GCA_025728645___contig_35_29	K15581	2.6999999999999995e-128	426.6
GCA_025728695___contig_81_21	K02036	3.399999999999999e-128	425.6
GCA_003966875___contig_1_966	K02036	3.399999999999999e-128	425.6
GCA_001047515___contig_11_340	K02036	3.399999999999999e-128	425.6
GCA_001047515___contig_11_182	K01491	3.9999999999999987e-128	425.8
GCA_001047545___contig_10_74	K00040	3.9999999999999987e-128	426.7
GCA_003966875___contig_1_1120	K01491	3.9999999999999987e-128	425.8
GCA_001047595___contig_10_133	K00040	3.9999999999999987e-128	426.7
GCA_014202715___contig_2_320	K00040	3.9999999999999987e-128	426.7
GCA_001047435___contig_7_75	K00040	4.399999999999999e-128	426.6
GCA_003966875___contig_1_89	K13953	7.899999999999998e-128	425.5
GCA_025728635___contig_39_116	K13953	7.899999999999998e-128	425.5
GCA_025728695___contig_56_18	K13953	7.899999999999998e-128	425.5
GCA_001047545___contig_7_142	K06180	8.599999999999998e-128	425.9
GCA_025728635___contig_39_46	K02794	1.6999999999999995e-127	424.6
GCA_003966875___contig_1_18	K02794	1.6999999999999995e-127	424.6
GCA_001047515___contig_11_492	K00560	2.3999999999999994e-127	423.3
GCA_003966875___contig_1_820	K00560	2.3999999999999994e-127	423.3
GCA_025728645___contig_21_112	K02100	2.5999999999999995e-127	423.8
GCA_003966875___contig_1_740	K06180	2.5999999999999995e-127	424.3
GCA_003966875___contig_1_1377	K02100	2.5999999999999995e-127	423.8
MP_BC9___contig_2_8	K14261	5.299999999999999e-127	422.3
GCA_025728635___contig_39_173	K03040	9.899999999999997e-127	422.0
GCA_003966875___contig_1_146	K03040	9.899999999999997e-127	422.0
GCA_001047395___contig_5_36	K01840	1.0999999999999999e-126	422.6
GCA_025728595___contig_65_51	K06958	1.1999999999999997e-126	420.8
GCA_001047515___contig_11_106	K06958	1.1999999999999997e-126	420.8
GCA_003966875___contig_1_1192	K06958	1.1999999999999997e-126	420.8
GCA_025728645___contig_35_54	K06958	1.1999999999999997e-126	420.8
GCA_003966875___contig_1_671	K01840	1.4999999999999998e-126	422.1
GCA_001047515___contig_11_280	K00948	1.5999999999999994e-126	422.1
GCA_025728645___contig_35_114	K01784	2.1999999999999998e-126	421.5
GCA_003966875___contig_1_20	K02796	2.3999999999999994e-126	419.2
GCA_025728635___contig_2_33	K01840	2.3999999999999994e-126	421.4
GCA_025728635___contig_39_48	K02796	2.3999999999999994e-126	419.2
GCA_003966875___contig_1_4	K03629	2.4999999999999997e-126	420.7
GCA_025728635___contig_39_32	K03629	2.4999999999999997e-126	420.7
GCA_001047515___contig_11_44	K01784	2.5999999999999993e-126	421.3
GCA_003966875___contig_1_1068	K20444	2.7999999999999993e-126	421.3
GCA_001047525___contig_8_107	K01274	6.499999999999999e-126	419.2
GCA_001047545___contig_10_315	K01274	6.499999999999999e-126	419.2
GCA_001047595___contig_10_377	K01274	6.499999999999999e-126	419.2
GCA_014202715___contig_2_79	K01274	6.499999999999999e-126	419.2
GCA_025728635___contig_39_151	K02886	9.999999999999999e-126	418.8
GCA_003966875___contig_1_124	K02886	9.999999999999999e-126	418.8
GCA_003966875___contig_1_1022	K00948	1.0999999999999997e-125	419.3
GCA_025728695___contig_81_10	K01271	1.0999999999999997e-125	418.8
GCA_003966875___contig_1_955	K01271	1.0999999999999997e-125	418.8
GCA_001047515___contig_11_351	K01271	1.0999999999999997e-125	418.8
GCA_003966875___contig_1_42	K09685	1.2999999999999998e-125	416.1
GCA_025728635___contig_39_70	K09685	1.2999999999999998e-125	416.1
GCA_003966875___contig_1_331	K01274	1.3999999999999997e-125	418.1
GCA_003966875___contig_1_1252	K01784	1.3999999999999997e-125	418.9
GCA_001047515___contig_11_356	K00384	1.6999999999999996e-125	418.3
GCA_001047515___contig_11_235	K20444	2.1999999999999994e-125	418.4
GCA_025728645___contig_21_11	K09963	3.099999999999999e-125	416.2
GCA_003966875___contig_1_1477	K09963	3.099999999999999e-125	416.2
GCA_001047515___contig_10_147	K01250	3.399999999999999e-125	416.5
GCA_003966875___contig_1_211	K03783	3.5999999999999997e-125	416.7
GCA_003966875___contig_1_905	K10189	3.799999999999999e-125	415.4
GCA_009731445___contig_2_11	K14261	5.799999999999998e-125	415.6
GCA_025728645___contig_21_24	K01250	6.199999999999998e-125	415.6
GCA_003966875___contig_1_1465	K01250	6.199999999999998e-125	415.6
GCA_001047515___contig_10_131	K09963	9.999999999999997e-125	414.5
GCA_003966875___contig_1_950	K00384	1.0999999999999997e-124	415.6
GCA_025728695___contig_81_5	K00384	1.0999999999999997e-124	415.6
GCA_001047545___contig_7_3	K00926	1.0999999999999997e-124	414.1
GCA_001047515___contig_11_507	K00926	1.0999999999999997e-124	414.1
GCA_003966875___contig_1_238	K02028	1.4999999999999996e-124	414.7
GCA_001047515___contig_10_333	K01791	1.4999999999999996e-124	415.2
GCA_003966875___contig_1_804	K00926	1.4999999999999996e-124	413.6
GCA_003966875___contig_1_822	K03316	1.7999999999999996e-124	414.9
GCA_025728645___contig_21_172	K01791	1.8999999999999996e-124	415.0
GCA_003966875___contig_1_1317	K01791	1.8999999999999996e-124	415.0
GCA_001047515___contig_10_66	K17076	2.0999999999999997e-124	411.9
GCA_014202715___contig_2_252	K09013	2.6999999999999998e-124	412.6
GCA_001047595___contig_10_202	K09013	2.6999999999999998e-124	412.6
GCA_001047545___contig_10_143	K09013	2.6999999999999998e-124	412.6
GCA_001047515___contig_10_39	K03783	2.6999999999999998e-124	413.9
GCA_001047515___contig_11_490	K03316	3.2999999999999994e-124	414.0
GCA_003966875___contig_1_1142	K01867	4.7e-124	413.5
GCA_001047515___contig_11_159	K01867	4.799999999999998e-124	413.5
GCA_001047395___contig_5_40	K00364	7.499999999999999e-124	412.2
GCA_003966875___contig_1_667	K00364	7.499999999999999e-124	412.2
GCA_025728635___contig_2_29	K00364	7.499999999999999e-124	412.2
GCA_003966875___contig_1_712	K06113	7.499999999999999e-124	413.1
GCA_001047515___contig_11_485	K01735	8.399999999999999e-124	412.7
GCA_001047515___contig_10_69	K00016	9.999999999999999e-124	412.5
GCA_001047435___contig_7_143	K09013	1.5999999999999996e-123	410.0
