module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
M00643	16.67	Multidrug resistance, efflux pump MexXY-OprM	Signature modules; Gene set; Drug resistance	K18139	K18094,K18095,K18129
M00846	16.67	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02302	K01698,K01719,K01749,K01845,K02492
M00129	14.29	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00963	K00002,K00012,K00103,K00699,K01053,K01195
M00914	14.29	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K13038	K00077,K00606,K02201,K06982,K09722,K09735
M00158	13.33	F-type ATPase, eukaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02132,K02133	K02125,K02126,K02127,K02128,K02129,K02130,K02134,K02135,K02136,K02137,K02138,K02140,K02141
M00114	12.5	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01809	K00225,K00966,K10046,K10047,K14190,K17497,K17744
M00868	12.5	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01599	K00228,K00231,K00643,K01698,K01719,K01749,K01772
M00060	11.11	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K02527	K00677,K00748,K00912,K02517,K02535,K02536,K02560,K03269
M00119	11.11	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00826	K00077,K00606,K01579,K01918
M00376	11.11	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K01679,K01961,K01962,K01963,K02160	K00239,K00240,K00241,K01847,K05606,K08691,K09709,K14449,K14468,K14469,K14470,K14471,K14472,K15052
M00866	11.11	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K02527	K00677,K00748,K00912,K02517,K02535,K02536,K03269,K09778
M00898	11.11	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00949	K00877,K03146,K14154,K18278
M00926	11.11	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01599	K00231,K00435,K01698,K01719,K01749,K01772,K01845,K02492
M00039	10.0	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of phytochemical compounds	K00588	K00083,K00487,K01904,K09753,K09754,K09755,K10775,K13065,K13066
M00152	10.0	Cytochrome bc1 complex	Pathway modules; Energy metabolism; ATP synthesis	K00413	K00411,K00412,K00414,K00415,K00416,K00417,K00418,K00419,K00420
M00924	9.09	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02302	K00595,K02188,K02189,K02190,K02224,K03394,K05895,K05934,K05936,K06042
M00925	9.09	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02303	K00595,K02224,K02228,K02229,K02230,K03394,K05895,K05934,K05936,K06042,K09882,K09883
M00529	8.33	Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	K00374	K00368,K00370,K00371,K00376,K02305,K04561
M00622	8.33	Nicotinate degradation, nicotinate => fumarate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K18030	K01799,K13995,K14974,K15357,K18028,K18029
M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K00024,K00169,K00170,K00171,K00172,K00239,K00240,K01007,K01595,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038
M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15017,K15018,K15019,K15020,K15036,K15037,K15038,K15039
M00620	7.14	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K01959	K00024,K00169,K00170,K00171,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01960,K18209,K18210
M00154	6.67	Cytochrome c oxidase	Pathway modules; Energy metabolism; ATP synthesis	K02257	K02256,K02258,K02259,K02260,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02272
M00032	5.56	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00382	K00252,K00658,K00825,K07514,K14085,K14157,K15791
M00373	5.56	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626	K00023,K01847,K01965,K01966,K05606,K08691,K14446,K14447,K14448,K14449,K14451,K17865
M00564	4.35	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Signature modules; Gene set; Pathogenicity	K12088	K03196,K12086,K12089,K12090,K12091,K12093,K12094,K12095,K12096,K12097,K12098,K12101,K12102,K12103,K12104,K12105,K12106,K12107,K12108,K12109,K12110,K15842
M00957	4.0	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00626	K00135,K00252,K00468,K01041,K01506,K01692,K01825,K14268
M00848	3.12	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	K02078	K09460,K14245,K14246,K21271,K21272,K22798,K22799,K22800,K22801,K22802
M00878	2.86	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K02612	K00074,K01692,K01912,K02609,K02610,K02611,K02613,K02615,K02618,K15866
