module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
M00896	16.67	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00788,K00941	K00946,K03147,K22699
M00171	14.29	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation	K01595	K00025,K00028,K00814,K01006,K14454,K14455
M00956	14.29	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules; Amino acid metabolism; Lysine metabolism	K00135	K00137,K01582,K07250,K09251,K15736,K15737
M00616	12.5	Sulfate-sulfur assimilation	Signature modules; Module set; Metabolic capacity	K02045	K02046,K02047,K02048,M00176
M00912	12.5	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01916	K00452,K00453,K00486,K00767,K00969,K01432,K01556
M00144	12.12	NADH	Pathway modules; Energy metabolism; ATP synthesis	K00333,K00337	K00330,K00331,K00332,K00334,K00335,K00336,K00338,K00339,K00340,K00341,K00342,K00343
M00374	11.54	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00239,K01595	K00024,K00169,K00170,K00171,K00172,K00240,K00626,K01007,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038
M00088	11.11	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules; Lipid metabolism; Lipid metabolism	K01641	K00019,K00626,K01574,K01640
M00117	11.11	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03179	K00568,K03181,K03182,K03183,K03184,K03185,K03186,K18800
M00926	11.11	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01749	K00231,K00435,K01599,K01698,K01719,K01772,K01845,K02492
M00620	10.71	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K00175,K01959	K00024,K00169,K00170,K00171,K00172,K00174,K00176,K00177,K01677,K01678,K01902,K01903,K01960,K18209,K18210
M00740	9.09	Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00031	K00024,K00261,K01647,K01846,K04835,K14449,K19268,K19280,K19281,K19282,K27802
M00911	9.09	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00793	K00794,K00861,K00953,K01497,K02858,K14654,K14655
M00924	9.09	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K05936	K00595,K02188,K02189,K02190,K02224,K02302,K03394,K05895,K05934,K06042
M00154	6.67	Cytochrome c oxidase	Pathway modules; Energy metabolism; ATP synthesis	K02257	K02256,K02258,K02259,K02260,K02261,K02262,K02263,K02264,K02265,K02266,K02267,K02268,K02270,K02272
M00158	6.67	F-type ATPase, eukaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02132	K02125,K02126,K02127,K02128,K02129,K02130,K02133,K02134,K02135,K02136,K02137,K02138,K02140,K02141
M00569	6.67	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K01821	K00446,K01617,K10217,K18364,K18365,K18366
M00032	5.56	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules; Amino acid metabolism; Lysine metabolism	K00658	K00252,K00382,K00825,K07514,K14085,K14157,K15791
M00982	4.76	Methylcitrate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00239	K00024,K00240,K00241,K01659,K01676,K01682,K01720,K03417
M00376	4.63	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K00239,K01962,K01963	K00240,K00241,K01679,K01847,K01961,K02160,K05606,K08691,K09709,K14449,K14468,K14469,K14470,K14471,K14472,K15052
M00848	3.12	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	K02078	K09460,K14245,K14246,K21271,K21272,K22798,K22799,K22800,K22801,K22802
